County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Cheyenne County, Nebraska",15.75,15,16.14,15.8,24.06
"Iron County, Michigan",15.71,29.2,36.05,20.96,36.77
"Orange County, Florida",15.7,12.66,13.25,7.33,8.47
"Merrimack County, New Hampshire",15.69,16.83,25.12,17.19,22.86
"Saline County, Nebraska",15.69,14.87,13.53,13.15,9.98
"Arlington County, Virginia",15.65,14.6,14.16,10.52,18.01
"Lincoln County, Missouri",15.62,10.79,15.06,14.84,17.42
"Gogebic County, Michigan",15.57,29.1,32.17,25.96,31.92
"Morrill County, Nebraska",15.57,10.91,15.18,15.62,6.47
"Penobscot County, Maine",15.53,10.77,19.41,16.41,23.09
"Mecklenburg County, North Carolina",15.53,8.48,8.53,5.28,3.68
"Woodward County, Oklahoma",15.53,8.79,6.85,8.77,2.32
"Miami County, Kansas",15.52,17.84,19.22,11.97,10.68
"Wayne County, New York",15.52,16.45,19.69,21.92,8.18
"Douglas County, Wisconsin",15.5,25.15,24.41,20.57,22.94
"Concho County, Texas",15.5,9.79,12.51,11.73,0
"Orleans County, New York",15.48,15.9,25.09,31.01,28.93
"Pierce County, Wisconsin",15.47,16.55,22.86,17.28,19.23
"Scott County, Missouri",15.45,16.66,15.8,15.3,14.97
"Union County, Georgia",15.43,7.32,5.52,1.75,0.53
"Otsego County, Michigan",15.39,24,31.24,39.12,44.02
"Susquehanna County, Pennsylvania",15.38,12.8,12.34,18.92,23.48
"Madison County, Illinois",15.35,13.83,16.44,18.64,19.3
"Sangamon County, Illinois",15.34,16.07,19.46,19.95,21.42
"Monroe County, Pennsylvania",15.34,24.52,28.04,19.77,15.42
"Bristol city, Virginia",15.3,9.41,8.56,,
"Scotts Bluff County, Nebraska",15.29,16.33,17.09,12.94,14.48
"Ransom County, North Dakota",15.27,15.37,21.15,19.95,16.47
"Morrow County, Oregon",15.26,27.6,10.67,5.69,5.37
"Pershing County, Nevada",15.25,10.47,10.7,9.23,11
"Russell County, Kansas",15.24,14.75,14.87,20.1,17.76
"Adams County, Colorado",15.24,15.99,16.61,12.19,11.59
"Jones County, Iowa",15.23,16.78,30.76,22,17.34
"Midland County, Texas",15.21,22.43,13.74,13.51,6.75
"Prince William County, Virginia",15.19,14.81,14.01,11.2,12.56
"Orleans County, Vermont",15.18,19.51,29.59,27.61,31.8
"Kent County, Michigan",15.14,18.99,19.97,17.21,19.09
"Thomas County, Kansas",15.13,17.65,16.03,16.72,16.34
"Sabine Parish, Louisiana",15.13,20.53,14.48,20.02,12.33
"Sargent County, North Dakota",15.1,20.63,24.37,21.37,18.34
"Morgan County, Colorado",15.09,24.4,26.36,12.14,10.66
"Washington County, Illinois",15.08,29.23,29.97,30.66,25.38
"Hill County, Texas",15.08,2.61,4.84,9.1,6.09
"Montgomery County, Texas",15.08,12.81,13.35,7.26,4.89
"Wyandotte County, Kansas",15.05,15.75,13.78,17.23,12.67
"Jeff Davis County, Texas",15.03,16.23,23.29,77.6,7.29
"Payette County, Idaho",15.02,10.16,10.21,7.37,7.38
"Dickinson County, Kansas",15,10.5,10.62,11.1,8.95
"Foster County, North Dakota",14.98,21.12,27.45,24.08,21.93
"Saguache County, Colorado",14.97,36.74,31.37,28.14,68.61
"Otero County, Colorado",14.97,55.31,46.48,21.01,24.37
"Barnes County, North Dakota",14.97,15.36,23.17,20.92,22.43
"Anne Arundel County, Maryland",14.97,17.69,21.95,16.97,15.77
"Aitkin County, Minnesota",14.97,8.38,18.39,13.32,10.88
"Bethel Census Area, Alaska",14.95,19.07,22.12,20.54,20
"Allen Parish, Louisiana",14.94,18.05,17.06,21.84,20.1
"Carbon County, Utah",14.94,19.11,13.83,12.48,18.62
"Gray County, Texas",14.89,10.46,7.31,5.37,5.68
"Trumbull County, Ohio",14.87,18.9,23.08,24.15,26.37
"Livingston County, Michigan",14.86,20.43,22.19,16,16.96
"Black Hawk County, Iowa",14.81,15.29,19.92,20.71,19.67
"Andrews County, Texas",14.78,14.2,20.3,13.7,3.6
"Dane County, Wisconsin",14.73,21.73,27.96,27.85,26.14
"Gasconade County, Missouri",14.73,13.28,14.8,15.06,13.39
"Jefferson County, Missouri",14.71,13.94,15.74,16.25,18.17
"Fisher County, Texas",14.71,11.3,12.43,6.2,16.13
"San Saba County, Texas",14.71,10.16,3.9,7.5,4.05
"Mellette County, South Dakota",14.7,3.91,8.64,16.94,15.07
"Greene County, Iowa",14.68,9.43,16.8,16.67,17.84
"Sheridan County, Nebraska",14.65,7.31,7.91,14.8,12.75
"Nodaway County, Missouri",14.64,14.56,16.58,14.84,15.62
"Dauphin County, Pennsylvania",14.63,14.82,16.46,15.69,16.14
"Fayette County, Iowa",14.62,19.25,25.87,24.68,25.3
"Harford County, Maryland",14.62,18.22,29.83,15.99,14.65
"El Dorado County, California",14.62,12.87,14.13,9.22,7.57
"Fallon County, Montana",14.59,15.74,33.03,19.34,21.26
"Lamoille County, Vermont",14.58,9.56,19.63,7.55,19.23
"Adams County, Pennsylvania",14.54,14.84,21.52,17.54,19.31
"Rock County, Minnesota",14.54,20.06,14.4,10.08,9.34
"Sussex County, Delaware",14.54,14.04,7.77,3.9,4.04
"Cass County, North Dakota",14.52,17.65,14.48,20.89,21.58
"Emmet County, Michigan",14.51,17.35,23.41,23.63,28.03
"Goliad County, Texas",14.5,31.5,33.43,34.95,30.81
"Ionia County, Michigan",14.5,19.42,22.54,20.1,20.21
"Benton County, Washington",14.49,15.13,12.67,12.38,16.46
"Fayette County, Illinois",14.49,2.58,3.88,5.42,3.84
"Stutsman County, North Dakota",14.48,12.62,18.23,19.38,16.84
"Campbell County, Wyoming",14.48,11.31,19.66,17.22,7.55
"Weston County, Wyoming",14.48,7.87,12.07,11.72,6.33
"Tama County, Iowa",14.44,14.71,17.07,22.84,20.23
"Laramie County, Wyoming",14.44,15.07,21.54,17.35,16.29
"Luce County, Michigan",14.44,8.94,9.61,14.71,14
"St. Clair County, Michigan",14.43,19.78,25.21,35.89,28.48
"Barron County, Wisconsin",14.43,16.93,19.69,16.76,18.55
"Ferry County, Washington",14.42,15.53,6.58,16.31,7.23
"Allen County, Ohio",14.41,16.88,22.71,12.82,19.33
"Fillmore County, Nebraska",14.41,24.48,17.8,19.58,17.26
"Marshall County, West Virginia",14.41,12.2,15.39,11.37,11.18
"Fulton County, Ohio",14.39,17.85,21.17,14.25,21.17
"Dodge County, Wisconsin",14.38,15.14,19.51,21.72,19.29
"Henrico County, Virginia",14.38,5.57,8.6,7,5.65
"Sandusky County, Ohio",14.37,20.34,20.5,18.87,23.62
"Washington County, Arkansas",14.36,12.38,6.27,3.39,3.12
"Liberty County, Montana",14.34,25.01,32.9,35.95,18.59
"Breckinridge County, Kentucky",14.26,13.07,14,12.67,11.33
"Pike County, Pennsylvania",14.24,21.79,16.95,13.82,16.8
"Richmond city, Virginia",14.24,9.08,5.09,,
"New Hanover County, North Carolina",14.23,7.24,8.04,4.07,3.32
"Baraga County, Michigan",14.21,26.99,28.32,23.79,40.43
"Olmsted County, Minnesota",14.21,23.04,21.92,23.01,21.71
"Humboldt County, Iowa",14.21,13.42,15.94,12.84,11.83
"Jefferson County, Kentucky",14.2,16.28,22.63,23.51,23.99
"Cottle County, Texas",14.2,12.03,10.29,22.25,13.57
"Chesterfield County, Virginia",14.2,7.23,5.69,3.48,3.46
"Jefferson County, Pennsylvania",14.19,22.88,21.43,29.19,30.17
"Harrison County, Iowa",14.19,13.19,14.55,16.59,14.25
"Broomfield County, Colorado",14.19,7.16,,,
"Clarion County, Pennsylvania",14.12,22.7,16.67,21.27,15.61
"Weld County, Colorado",14.09,13.5,14.71,18.93,11.53
"Strafford County, New Hampshire",14.07,17.96,27.09,36.26,27.22
"Mariposa County, California",14.07,25.59,40.49,7.69,5.73
"Marion County, Indiana",14.04,11.07,12.68,10.54,11.1
"Sullivan County, New Hampshire",14.01,13.74,20.61,35.6,32.72
"Clearfield County, Pennsylvania",14,23.68,21.84,23.25,22.39
"Dixon County, Nebraska",14,16.25,14.51,16.02,16.25
"Jefferson County, Wisconsin",13.99,22.27,29.07,28.09,26.78
"Otoe County, Nebraska",13.99,22.21,17.61,20.23,15.45
"Judith Basin County, Montana",13.99,47.2,23.01,10.96,14.17
"Angelina County, Texas",13.99,12.25,10.36,5.19,4.13
"Horry County, South Carolina",13.99,6.74,7.3,3.73,1.17
"Rusk County, Wisconsin",13.98,22.07,23.7,21.29,27.13
"Washington County, New York",13.98,21.48,22.69,14.79,25.78
"Umatilla County, Oregon",13.98,15.02,13.38,6.71,6.13
"Yuma County, Colorado",13.95,15.71,16.9,8.28,2.58
"Clay County, Iowa",13.93,14.91,13.64,13.49,13.43
"Washington County, Iowa",13.92,18.23,14.1,12.57,22.2
"Vanderburgh County, Indiana",13.91,16.19,18.32,18.09,20.22
"Montour County, Pennsylvania",13.91,16.05,18.63,16.62,17.28
"Rapides Parish, Louisiana",13.91,16.08,16.69,15.49,13.16
"Hood River County, Oregon",13.88,16.53,20.58,4.21,4.12
"Tangipahoa Parish, Louisiana",13.87,14.31,14.46,6.85,6.39
"Itasca County, Minnesota",13.83,18.83,29.12,13.9,19.7
"Posey County, Indiana",13.83,22.74,20.85,18.48,19.4
"Sedgwick County, Kansas",13.81,14.97,13.83,14,13.93
"Adams County, Nebraska",13.79,15.56,11.47,18.43,15.79
"St. Louis County, Minnesota",13.78,19.36,25.97,24.41,26.9
"Wyoming County, Pennsylvania",13.77,21.22,20.3,17.77,16.43
"Addison County, Vermont",13.76,16,23.01,21.82,25.99
"Hamilton County, Indiana",13.75,14.66,20.13,14.83,8.69
"Forsyth County, Georgia",13.75,9.48,5.18,1.78,1.23
"Lake County, South Dakota",13.74,18.29,19.59,18.28,18.09
"Benton County, Iowa",13.74,16.11,18.91,17.62,14.09
"Cerro Gordo County, Iowa",13.73,15.11,19.15,16.3,20.26
"Goodhue County, Minnesota",13.69,12.57,19.82,16.56,16.53
"Ada County, Idaho",13.68,6.7,12.29,7.57,7.94
"Wayne County, Michigan",13.67,16.33,21.88,36.86,27.56
"Emmet County, Iowa",13.67,15.65,14.28,15.02,18.15
"Stonewall County, Texas",13.65,10.2,10.04,2.48,0
"Harrison County, Mississippi",13.64,16.39,16.76,16.56,18.97
"Monroe County, Wisconsin",13.63,20.71,25.29,25.79,23.21
"Kimball County, Nebraska",13.63,7.85,16.56,14.61,14.95
"Lake County, Michigan",13.63,7.14,17.29,8.56,9.89
"Menard County, Illinois",13.63,7.51,11.44,9.69,7.2
"Phillips County, Kansas",13.63,7.67,10.26,7.1,6.32
"Adams County, Idaho",13.63,8.15,8.06,3.07,3.59
"Fairfield County, Ohio",13.62,11.97,11.66,6.59,10.27
"Armstrong County, Pennsylvania",13.6,17.35,18.21,22.4,27.84
"Leavenworth County, Kansas",13.6,12.23,12.52,15,14.36
"Baldwin County, Alabama",13.58,7.69,7.47,6.62,6.04
"Northumberland County, Pennsylvania",13.57,15.38,21.98,24.9,31.97
"Essex County, Vermont",13.55,9.82,14,24.57,24.74
"Sarpy County, Nebraska",13.55,21.44,17.15,12.68,15.57
"Kandiyohi County, Minnesota",13.54,12.73,13.77,13.58,11.96
"Juneau County, Wisconsin",13.53,19.8,24.3,24.22,25.62
"Franklin County, Maine",13.53,12.79,20.95,20.29,18.89
"Benton County, Oregon",13.53,8.27,6.73,6.54,7.95
"Allen County, Indiana",13.52,16.01,17.38,16.95,16.91
"Duval County, Florida",13.52,9.04,8.33,6.67,6.6
"Douglas County, Colorado",13.52,7.83,9.6,8.91,5.96
"Polk County, Iowa",13.51,14.6,15.52,16.88,14.31
"Arenac County, Michigan",13.5,28.43,17.97,31.48,35.24
"Garden County, Nebraska",13.5,10.7,13.05,16.26,10.31
"Elmore County, Idaho",13.5,16.5,11.78,8.15,6.92
"Grafton County, New Hampshire",13.45,10.66,16.13,9.41,16.14
"Buffalo County, Wisconsin",13.44,22.82,26.51,22.53,20.34
"Steuben County, New York",13.44,14.11,20.47,22.07,16.93
"Wake County, North Carolina",13.43,11,9.49,5.72,3.97
"McIntosh County, North Dakota",13.4,16.52,19.82,13.13,9.13
"Arapahoe County, Colorado",13.38,12.07,13.07,12.74,11.24
"St. Clair County, Illinois",13.37,17.17,20.57,19.33,18.85
"Sherman County, Kansas",13.36,10.5,10.87,14.73,13.15
"Ontonagon County, Michigan",13.34,20.88,22.4,18.78,25.88
"Chisago County, Minnesota",13.33,11.3,15.46,15.46,15.84
"Hampshire County, Massachusetts",13.32,32.04,23.17,45.13,19.59
"Pasco County, Florida",13.32,8.93,16.11,17.24,10.46
"Dare County, North Carolina",13.3,5.15,7,4.3,1.63
"Dearborn County, Indiana",13.29,18.62,18.71,14.75,15.1
"Gregg County, Texas",13.29,12.54,7.57,3.31,2.41
"Hancock County, Iowa",13.26,12.73,17.84,17.66,16.85
"Douglas County, South Dakota",13.26,10.26,13.53,9.56,11.05
"Lancaster County, Nebraska",13.24,14.93,10.5,13.71,12.16
"Renville County, North Dakota",13.23,17.13,24.18,28.48,19.46
"Willacy County, Texas",13.21,49.74,59.68,81,117.75
"Windham County, Connecticut",13.2,35.21,37.97,49.43,51.09
"Collin County, Texas",13.2,14.21,18.29,6.99,7.03
"Frederick County, Maryland",13.19,15.82,18,12,9.82
"James City County, Virginia",13.17,15.82,15.49,8.97,5.34
"Griggs County, North Dakota",13.14,9.3,13.83,12.56,11.2
"Clay County, Minnesota",13.11,16.78,19.31,14,14.33
"Cumberland County, Pennsylvania",13.09,15.37,16.51,13.75,10.73
"Lyon County, Kansas",13.08,9.93,11.51,14.66,11.94
"Placer County, California",13.07,14.74,15.82,12.02,10.92
"Churchill County, Nevada",13.06,9.89,8.7,6.28,15.09
"Mason County, Michigan",13.05,15.28,14.66,18.79,20.89
"Eau Claire County, Wisconsin",13.05,16.45,19.51,17.46,17.51
"Guthrie County, Iowa",13.05,14.75,11.09,10.12,14.26
"Mercer County, Pennsylvania",13.04,24.22,24.07,26.68,25.95
"Franklin County, Massachusetts",13.01,23.13,58.5,71.47,26.44
"Oklahoma County, Oklahoma",13.01,8.53,6.46,6.73,5.8
"Clay County, Florida",13,11.66,9.66,11,9.51
"Lampasas County, Texas",13,1.76,11.67,25.33,4.58
"Keokuk County, Iowa",12.99,15.05,20.1,22.14,24.97
"Montgomery County, Ohio",12.99,14.75,16.04,16.1,13.7
"Peoria County, Illinois",12.98,14.03,19.33,18.99,16.51
"St. Johns County, Florida",12.98,14.29,16.32,12.8,10.48
"Volusia County, Florida",12.98,10.3,15.21,10.84,9.59
"Pawnee County, Kansas",12.95,16.75,17.06,15.88,11.73
"Latah County, Idaho",12.95,6.47,7.81,7.27,9.25
"Staunton city, Virginia",12.95,9.42,6.44,,
"Leelanau County, Michigan",12.94,27,24.34,20.14,28.51
"Huerfano County, Colorado",12.93,52.27,43.84,53.05,25.85
"Pickens County, Georgia",12.93,4.58,2.39,2.98,
"Kent County, Maryland",12.88,12.81,11.71,11.75,11.06
"Manatee County, Florida",12.88,15.7,13.28,7.77,6.97
"Montgomery County, North Carolina",12.88,2.27,1.37,1.03,
"Hancock County, Mississippi",12.87,12.27,29.04,25.61,36.64
"Stark County, Ohio",12.85,14.87,20.49,16.15,17.48
"Winkler County, Texas",12.84,26.37,28.87,69.21,19.72
"Richardson County, Nebraska",12.84,19.85,13.44,17.81,14
"Moore County, North Carolina",12.84,6.41,5.23,3.32,2.74
"Fremont County, Idaho",12.82,7.33,11.02,1.87,1.02
"Brown County, Illinois",12.78,24.16,11.94,15.42,17.21
"Charlevoix County, Michigan",12.78,12.81,20.09,17.86,15.8
"Tioga County, New York",12.76,11.41,12.32,14.87,6.85
"Fayette County, Pennsylvania",12.71,17.97,23.98,36.11,35.45
"Lane County, Kansas",12.71,18.11,15.55,4.46,12.3
"Amador County, California",12.7,10.2,10.3,10.17,16.31
"Orange County, Texas",12.69,12.5,13.73,13.31,13.23
"Lubbock County, Texas",12.66,13,16.21,9.3,11.45
"Crawford County, Kansas",12.61,15.33,14.87,14.04,14.35
"Van Buren County, Michigan",12.61,16.97,12.51,10.58,10.58
"Dawes County, Nebraska",12.61,13.12,15.64,16.68,8.77
"Routt County, Colorado",12.61,14.38,15.58,11.65,5.6
"Bell County, Texas",12.59,8.18,10.53,5.85,6.21
"Loudoun County, Virginia",12.58,14.63,17.65,10.96,10.16
"Schuyler County, New York",12.56,12.86,46.27,15.93,28.17
"Henry County, Illinois",12.56,12.66,19.21,24.58,20.86
"Lewis and Clark County, Montana",12.55,13.88,27.16,18.87,18.92
"King County, Washington",12.55,14.41,16.15,14.03,9.58
"Jefferson County, West Virginia",12.54,8.75,7.71,4.45,2.68
"Deuel County, South Dakota",12.53,6.48,14.25,11.17,9.89
"Rockwall County, Texas",12.52,12.28,14.25,8.48,3.85
"Windham County, Vermont",12.51,19.66,12.73,14.27,15.47
"Chippewa County, Michigan",12.49,17.3,18.93,14.68,20.66
"Alamosa County, Colorado",12.48,45.3,38.19,31.58,29.66
"McPherson County, South Dakota",12.48,14.27,16.84,11.46,13.21
"Shawnee County, Kansas",12.41,14.21,15.67,19.08,16.08
"Madison County, Iowa",12.37,5.17,6.64,6.46,5.12
"Nacogdoches County, Texas",12.37,9.94,15.99,5.07,2.08
"Martinsville city, Virginia",12.37,4.7,5.09,,
"Hancock County, Ohio",12.35,12.62,12.05,9.77,10.9
"Cheshire County, New Hampshire",12.33,11.98,17.36,18.58,21.3
"Darke County, Ohio",12.33,13.4,13.03,14.06,12.3
"Sumter County, Florida",12.33,4.08,2.06,2.76,0
"Pope County, Minnesota",12.32,12.18,16.43,16.61,15.52
"Ingham County, Michigan",12.28,15.89,17.86,15.6,14.76
"Carbon County, Wyoming",12.26,10.47,15.05,14.76,24.78
"Indiana County, Pennsylvania",12.26,13.93,14.85,17.93,17.12
"Huntington County, Indiana",12.26,13.13,13.29,14.41,13.3
"Blair County, Pennsylvania",12.25,21.72,24.83,19.94,24.39
"Wadena County, Minnesota",12.24,13.09,19.47,21.01,22.11
"Prowers County, Colorado",12.24,28.82,24.26,14.63,15.46
"Charleston County, South Carolina",12.2,7.42,7.67,5.85,5.4
"Adams County, North Dakota",12.18,30.99,19.82,15.31,14.73
"Knox County, Texas",12.17,19.49,28.07,22.33,13.29
"Warren County, Missouri",12.13,10.11,18.7,18.19,19.87
"Otter Tail County, Minnesota",12.13,13.63,14.18,14.89,14.43
"Lassen County, California",12.13,9.71,4.89,9.15,6.13
"Iowa County, Iowa",12.12,16.1,14.45,15.72,16.75
"Lake County, Minnesota",12.1,12.82,20.98,15.12,19.08
"Moffat County, Colorado",12.1,8.25,8.87,13.6,4.57
"Knox County, Maine",12.06,10.92,10.79,10.22,6.78
"Kalamazoo County, Michigan",12.05,9.54,8.87,11.93,11.94
"Beadle County, South Dakota",12.03,12.85,19.33,13.9,15.89
"Clackamas County, Oregon",12,7.22,6.3,5.81,7.86
"Tillman County, Oklahoma",12,1.88,6.18,7.7,4.51
"Boone County, Iowa",11.97,12.21,12.1,10.93,11.25
"Deuel County, Nebraska",11.97,10.82,14.3,11.71,8.57
"Malheur County, Oregon",11.96,25.74,20.4,9.91,8.7
"Columbia County, Wisconsin",11.95,20.19,26.64,26.24,26.19
"Coconino County, Arizona",11.94,5.02,6.98,7.02,18.28
"Salem County, New Jersey",11.94,10.53,11.74,13.81,12.74
"Morgan County, Illinois",11.93,12.65,11.25,13.41,13.8
"Juneau City and Borough, Alaska",11.93,6.08,7.16,8.88,12.8
"Marshall County, Indiana",11.93,4.34,10.3,7.04,8.14
"Liberty County, Texas",11.93,9.95,11.08,9.63,7.02
"Benewah County, Idaho",11.92,37.47,14.5,26.46,15.62
"Alpena County, Michigan",11.91,22.79,43.59,33.44,41.33
"Bureau County, Illinois",11.88,13.05,20.96,30.35,29
"Polk County, Georgia",11.88,7.87,1.17,1.1,1
"Monona County, Iowa",11.87,13.06,10.28,13.57,9.43
"Cape Girardeau County, Missouri",11.86,14.75,15.4,11.76,11.26
"Brule County, South Dakota",11.85,50.92,39.24,30.85,38.7
"District of Columbia, District of Columbia",11.85,12.62,27.98,12.78,15.01
"Canyon County, Idaho",11.84,9.44,10.73,9.83,7.65
"Johnson County, Wyoming",11.81,13.99,21.44,16.39,13.43
"Fremont County, Wyoming",11.81,7.59,11.43,11.66,13.27
"Clay County, Nebraska",11.81,13.21,14.46,14.39,12.45
"Somerset County, Pennsylvania",11.8,13.25,17.79,16.62,19.14
"Johnson County, Nebraska",11.8,28.91,12.7,15.54,15.61
"Saline County, Kansas",11.78,13.14,18.23,15.54,15.92
"Kitsap County, Washington",11.78,3.41,7.76,8.76,8.8
"Waller County, Texas",11.78,10.72,8.58,11.55,7.83
"Jefferson County, Colorado",11.74,15.01,16.12,15.97,12.19
"Washakie County, Wyoming",11.74,9.48,14.49,11.83,7.9
"Forsyth County, North Carolina",11.74,4.04,4.26,3.51,2.73
"O'Brien County, Iowa",11.73,9.64,11.48,12.32,12.6
"Sheridan County, Wyoming",11.72,14.5,20.11,12.71,11.18
"Waupaca County, Wisconsin",11.71,13.23,23.44,20.09,18.11
"Yates County, New York",11.69,11.32,22.32,12.1,9.06
"Valley County, Idaho",11.69,3.68,5.49,3.27,4.1
"Johnson County, Iowa",11.68,11.99,15.5,14.11,13.45
"Washington County, Oregon",11.67,10.55,6.46,12.7,18.9
"Sullivan County, Missouri",11.67,4.77,1.39,3.16,3.42
"Parmer County, Texas",11.65,16.55,17.79,7.83,13.59
"Douglas County, Georgia",11.64,7.07,5.18,2.12,
"Wayne County, Nebraska",11.63,10.26,8.75,9.06,6.95
"Menard County, Texas",11.62,22.3,16.53,13.32,13.21
"Seward County, Nebraska",11.61,11.9,7.5,11.18,9.83
"Osborne County, Kansas",11.6,9.54,15.52,11.86,9.68
"Richland County, Wisconsin",11.59,12.93,14.56,15.25,17.34
"Lycoming County, Pennsylvania",11.58,15.93,14.19,12.33,15.41
"Muscatine County, Iowa",11.57,14.32,12.5,12.41,16.98
"Cooper County, Missouri",11.56,12.03,17.58,20.29,14.59
"Virginia Beach city, Virginia",11.55,10.74,9.62,6.37,8.15
"Sioux County, Nebraska",11.54,7.63,11.53,11.62,10.35
"Haskell County, Texas",11.54,9.78,10.26,8.8,0
"Champaign County, Illinois",11.52,7.57,10.85,10.62,12.4
"Roberts County, South Dakota",11.51,15.52,20.5,16.47,18.95
"Audubon County, Iowa",11.51,10.56,11.93,11.56,8.94
"Skagit County, Washington",11.5,16.4,18.34,7.74,6.77
"Franklin County, Ohio",11.48,13.19,13.73,11.91,15.76
"Pitkin County, Colorado",11.46,7.2,7.69,11.59,9.67
"Petersburg city, Virginia",11.46,2.9,3.62,,
"Shelby County, Indiana",11.42,8.1,9.07,7.58,7.45
"Greenville County, South Carolina",11.41,5.63,4.66,2.47,2.45
"Jasper County, Indiana",11.4,12.97,13.68,13.17,15.66
"Hanover County, Virginia",11.39,5.19,3.35,3.03,2.32
"La Paz County, Arizona",11.39,5.41,7.6,36.12,
"Teller County, Colorado",11.38,7.64,9.25,6.6,6.85
"Brown County, Nebraska",11.37,12.72,12.85,20.51,10.88
"Columbia County, New York",11.36,24.37,27.37,16.33,22.59
"Gordon County, Georgia",11.36,11.09,1.29,1.14,1.33
"Bottineau County, North Dakota",11.35,12.79,14.24,11.38,10.79
"Bollinger County, Missouri",11.34,9.91,7.96,8.34,7.44
"Minidoka County, Idaho",11.33,20.67,20.82,10.59,8.11
"Goshen County, Wyoming",11.32,10.59,10.83,11.12,8.31
"Meade County, South Dakota",11.31,7.82,18.99,11.59,9.22
"Rock County, Wisconsin",11.3,16.94,20.38,23.08,21.68
"Wabash County, Illinois",11.3,16.61,12.7,15.81,11.59
"Harrison County, West Virginia",11.3,12.51,12.36,12.49,10.21
"Union County, Iowa",11.29,9.23,12.02,10.99,12.19
"Chippewa County, Minnesota",11.29,12.31,11.57,11.14,9.55
"Gwinnett County, Georgia",11.28,8.42,8.02,6.24,3.02
"Roosevelt County, Montana",11.26,22.78,41.93,25.03,26.4
"Riley County, Kansas",11.25,8.39,7.85,7.22,7.16
"Union County, South Dakota",11.24,31.07,15.51,19.53,21.58
"Randolph County, Illinois",11.24,22.05,18.79,22.55,18.71
"Knox County, Indiana",11.24,12.66,14.47,13.49,15.07
"Berrien County, Michigan",11.24,10.99,15.61,13.9,12.47
"McCulloch County, Texas",11.23,13.28,18.73,18.68,7.2
"Waushara County, Wisconsin",11.2,27.3,17,16.69,13.7
"Osceola County, Iowa",11.19,12.92,15.22,15.14,15.86
"McKean County, Pennsylvania",11.17,18.38,22.42,17.57,21.93
"Mackinac County, Michigan",11.15,36.41,21.54,17.32,25.5
"Warren County, Virginia",11.15,6.91,5.49,3.02,2.99
"Sterling County, Texas",11.15,8.75,14.36,14.95,0
"Baltimore County, Maryland",11.13,19.04,24.02,23.73,21.41
"Richland County, Illinois",11.13,16.58,14.84,14.24,12.26
"Lapeer County, Michigan",11.09,15.33,17.98,19.97,12.69
"Mecosta County, Michigan",11.09,11.21,7.56,12.6,9.67
"Macoupin County, Illinois",11.08,16.14,14.42,14.73,15.7
"Henry County, Ohio",11.08,12.17,12.66,9.68,14.93
"Greene County, Illinois",11.08,12.7,13.72,13.01,11.09
"Chase County, Kansas",11.08,13.98,13.2,8.28,8.4
"Coles County, Illinois",11.08,7.18,6.26,6.6,6.89
"Moultrie County, Illinois",11.08,2.67,4.23,4.08,3.67
"Otsego County, New York",11.07,18.63,14.87,14.57,17.44
"Chambers County, Texas",11.06,11.19,14.35,11.2,11.24
"Cabarrus County, North Carolina",11.05,2.49,3.61,1.63,0.97
"Brunswick County, North Carolina",11.02,5.38,3.17,1.65,0.76
"Bremer County, Iowa",11.01,10.54,15.06,11.94,9.15
"Neosho County, Kansas",11,15.14,14.47,9.02,14
"Natchitoches Parish, Louisiana",10.99,11.63,12.54,12.92,13.55
"Butler County, Ohio",10.98,12.07,13.04,13.42,12.75
"Jewell County, Kansas",10.98,6.21,6.17,9.9,7.08
"Elbert County, Colorado",10.95,4.43,0,,
"Henderson County, Kentucky",10.93,9.27,10.06,8.04,8.25
"Grand Traverse County, Michigan",10.92,16.06,23.54,21.39,22.83
"Henderson County, North Carolina",10.92,4.07,5.67,3.05,2.13
"Lee County, North Carolina",10.9,5.88,4.06,2.87,1.7
"Ouray County, Colorado",10.89,11.25,9.57,5.45,20.78
"Allegany County, Maryland",10.89,11.77,17.64,15.83,17.75
"Edgefield County, South Carolina",10.89,6.78,7.09,6.82,8.81
"Gaines County, Texas",10.87,12.38,16.23,21.24,6.08
"Mineral County, Colorado",10.87,5.62,4.81,,
"Otero County, New Mexico",10.86,18.59,24.87,44.1,15.09
"Granite County, Montana",10.85,8.12,9.05,12.28,18.26
"Natrona County, Wyoming",10.85,10.37,15.03,13.52,15.73
"Vigo County, Indiana",10.84,6.95,8.76,6.37,7.86
"Pipestone County, Minnesota",10.83,20.31,15.87,15.04,15.82
"Sutter County, California",10.83,9.69,11.92,11.8,13.02
"McCormick County, South Carolina",10.83,2.83,1.39,0.24,0.41
"Dorchester County, South Carolina",10.82,5.8,5.12,4.54,3.45
"Berkeley County, South Carolina",10.81,4.07,3.11,2.36,1.94
"Fulton County, New York",10.8,14.34,24.2,17.47,28.13
"Cass County, Iowa",10.79,10.05,12.62,13.41,11.18
"Greene County, Pennsylvania",10.78,12.1,14.73,11.62,13.03
"Ida County, Iowa",10.76,13.94,13.97,14.15,11.73
"Cass County, Indiana",10.76,11.76,10.12,8.65,9.27
"Platte County, Missouri",10.74,12.74,12.13,9.46,12.39
"Republic County, Kansas",10.74,8.78,10.32,10.14,8.68
"Cherokee County, Texas",10.74,17.54,3.75,5.27,1.38
"Sherburne County, Minnesota",10.71,13.3,18.63,22.91,22.02
