County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Tripp County, South Dakota",23.88,9.09,27.87,19.54,19.5
"Winnebago County, Illinois",23.85,20.11,22.21,18.86,16.23
"Hand County, South Dakota",23.82,33.72,34.48,25.87,33.65
"Grant County, South Dakota",23.82,38.39,32.61,26.49,23.95
"Mahnomen County, Minnesota",23.78,33.25,39.4,49.44,46
"Ward County, Texas",23.69,23.69,27.55,64.66,15.03
"Golden Valley County, North Dakota",23.68,62.86,44.65,41.08,42.62
"Edmunds County, South Dakota",23.66,37.41,39.39,27.89,37.58
"Calcasieu Parish, Louisiana",23.6,33.23,32.59,34.2,29.41
"Dakota County, Minnesota",23.58,28.17,26.59,27.32,28.5
"Sullivan County, Pennsylvania",23.49,15.56,17.45,24.49,26.19
"Sonoma County, California",23.49,22.27,19.63,16.25,15.95
"Day County, South Dakota",23.47,31.66,32.65,28.19,29.89
"Chariton County, Missouri",23.45,27.26,21.06,3.81,16.04
"Schuylkill County, Pennsylvania",23.44,27.52,42.21,38.31,52.93
"Charles Mix County, South Dakota",23.43,30.54,31.86,26.37,31.92
"Oswego County, New York",23.42,20.8,22.2,19.14,21.76
"Marin County, California",23.41,30.55,17.05,15.08,16.24
"Yakima County, Washington",23.41,24.46,18.57,12.42,15.12
"Pocahontas County, Iowa",23.33,23.54,32.28,33.52,37.36
"Osceola County, Florida",23.28,15.79,11.03,9.83,6.29
"Antelope County, Nebraska",23.19,31.14,29.05,27.67,21.69
"Monroe County, Michigan",23.18,21.04,27.29,35.76,27.5
"Caldwell County, Texas",23.17,15.48,20.63,15.69,10.45
"Wood County, Wisconsin",23.1,36.19,40.06,37.1,39.49
"Maricopa County, Arizona",23.06,13.64,17.26,15.34,15.79
"Marshall County, Iowa",23.05,18.12,16.12,14.1,11
"Davison County, South Dakota",23.04,31.04,34.16,31.95,30.67
"Adams County, Illinois",23.01,22.6,23.34,26.47,25.08
"Lee County, Illinois",22.98,23.25,33.26,27.97,24.26
"Kit Carson County, Colorado",22.96,12.47,25,20.78,11.19
"Franklin County, Missouri",22.94,17.91,25.66,25.26,28.76
"San Bernardino County, California",22.92,21.88,26.07,14.91,16.57
"Bronx County, New York",22.89,25.49,43.66,47.25,42.49
"Clark County, Wisconsin",22.87,27.49,31.79,31.12,33.24
"San Diego County, California",22.86,25.91,29.49,16.53,16.57
"Madison County, Nebraska",22.83,26.85,28.21,26.39,22.36
"Winneshiek County, Iowa",22.82,29.95,39.76,36.18,30.85
"Marion County, Oregon",22.73,19.85,13.37,22.15,28.98
"Box Butte County, Nebraska",22.73,20.35,27.32,23.15,14.94
"Renville County, Minnesota",22.72,24.53,27.29,29.79,27.23
"McCook County, South Dakota",22.7,20.19,36.03,35.83,35.96
"Saunders County, Nebraska",22.66,28.23,30.78,40.57,29.24
"Logan County, Kansas",22.63,20.94,25.74,38.01,33.67
"Nantucket County, Massachusetts",22.58,25.97,21.01,49.9,35.38
"Bennington County, Vermont",22.49,18.16,25.81,25.75,30.35
"Faribault County, Minnesota",22.48,24.62,28.98,30.28,30.18
"Ochiltree County, Texas",22.47,16.43,6.36,5.02,6.26
"Lake County, Indiana",22.45,20.38,26.5,29.19,28.3
"Bailey County, Texas",22.44,19.99,23.49,9.91,22.04
"Bastrop County, Texas",22.39,11.86,13.21,9.48,2.79
"St. Lawrence County, New York",22.38,21.87,31.32,38.4,39.2
"Waseca County, Minnesota",22.3,23.9,27.61,29.43,26.22
"Mower County, Minnesota",22.21,24,27.08,24.75,29.81
"Warren County, New York",22.21,22.14,34.84,23.16,23.12
"Burlington County, New Jersey",22.2,24.81,30.97,26.81,29.61
"Fresno County, California",22.17,30.99,29.09,19.48,20.87
"Val Verde County, Texas",22.12,22.89,30.52,16.14,38.64
"St. Mary's County, Maryland",22.12,22.84,15.05,27.64,27.98
"Daviess County, Kentucky",22.08,19.09,21.29,21.48,23.35
"Marion County, Kentucky",22.06,32.85,49.22,52.95,51.06
"Macomb County, Michigan",22.06,29.66,30.94,52.06,41.12
"Lincoln County, New Mexico",22.05,13.39,22.46,11.84,20.32
"Menominee County, Wisconsin",22.02,67.34,66.18,70.87,52.06
"Traverse County, Minnesota",21.99,26.76,29.49,42.64,35.91
"Ripley County, Indiana",21.98,27.22,34.68,25.9,24.26
"Huron County, Michigan",21.94,20.43,40.49,38.22,41.02
"Jo Daviess County, Illinois",21.91,34.59,50.03,45.32,35.62
"Northampton County, Pennsylvania",21.9,27.36,35.85,26.89,30.46
"Keith County, Nebraska",21.9,15.54,12.78,21.4,19.77
"Sussex County, New Jersey",21.87,37.79,31.03,26.73,22.39
"Dawson County, Nebraska",21.87,20.34,42.2,13.15,11.57
"Calvert County, Maryland",21.85,44.23,24.22,11.68,4.68
"Yolo County, California",21.83,21.59,19.98,16.68,17.71
"Austin County, Texas",21.83,29.32,20.67,25.34,12.3
"Dawson County, Texas",21.79,14.95,18.11,20.91,18.54
"Real County, Texas",21.75,22.33,29.83,4.15,16.2
"Garfield County, Nebraska",21.68,24.4,26.81,15.32,12.53
"Woodbury County, Iowa",21.67,22.25,20.76,20.15,21.86
"Pinal County, Arizona",21.65,10.45,17.85,23.16,23.76
"Grant County, Nebraska",21.6,9.77,9.91,8.45,7.98
"Burnet County, Texas",21.59,10.96,11.81,7.38,3.48
"Calumet County, Wisconsin",21.56,30.97,34.08,39.41,41.65
"Hockley County, Texas",21.55,16.93,20.43,7.44,7.75
"San Joaquin County, California",21.52,26.8,24.57,20.13,21.75
"Uvalde County, Texas",21.51,44.21,58.77,39.55,28.71
"Eddy County, New Mexico",21.43,24.62,32.94,46.25,29.8
"Beaufort County, South Carolina",21.4,9.93,8.05,4.48,3.26
"Los Alamos County, New Mexico",21.37,15.99,26.93,23.46,25.57
"Nelson County, Kentucky",21.32,23.04,33.4,30.24,33.87
"Ottawa County, Ohio",21.31,17.48,21.93,14.36,19.71
"Ashland County, Wisconsin",21.3,30.65,36.51,35.76,39.17
"Effingham County, Illinois",21.3,29.62,37.05,37.78,38.11
"Lorain County, Ohio",21.29,24.37,25.64,25.11,35.79
"Hall County, Nebraska",21.28,20.54,46.88,22.02,24.38
"New York County, New York",21.28,20.39,36.72,37.98,20.66
"Dodge County, Nebraska",21.26,4.63,21.56,24.07,33.67
"Ulster County, New York",21.23,27.54,34.98,33.36,34.35
"Gallatin County, Illinois",21.23,22.29,17.67,16.09,14.32
"Stephenson County, Illinois",21.21,11.01,17.07,14.41,12.4
"Ramsey County, North Dakota",21.17,21.3,26.34,36.87,32.17
"Delaware County, Ohio",21.17,12.69,18.19,4.15,5.2
"Washington County, Pennsylvania",21.16,25.88,35.13,29.78,31.41
"Essex County, New York",21.13,21.51,36.51,45.76,35.44
"Trempealeau County, Wisconsin",21.13,26.72,31.89,34.32,32.15
"Codington County, South Dakota",21.13,25.01,30.65,25.38,26.29
"San Mateo County, California",21.12,33.91,29.13,25.55,22.7
"Yuba County, California",21.11,16.82,11.31,8.33,8.08
"Kenosha County, Wisconsin",21.1,21.04,29.62,28.91,35.07
"Bayfield County, Wisconsin",21.08,20.71,19.56,11.66,23.96
"Floyd County, Texas",21.08,18.15,14.66,44.72,14.24
"Kerr County, Texas",21.07,10.79,14.4,8.26,9.38
"Marathon County, Wisconsin",21.06,30.78,36.68,34.45,38.87
"Sweetwater County, Wyoming",21.05,16,26.84,21.4,17.11
"Gove County, Kansas",21.04,31.47,34.16,47.11,40.85
"York County, Maine",21.04,20.43,28.35,28.38,30.98
"Sheboygan County, Wisconsin",21.03,20.81,26.62,30.18,28.94
"Swift County, Minnesota",21.02,24.52,22.96,24.32,25.15
"Stanislaus County, California",20.99,20.9,23.63,17.84,11.96
"Blaine County, Montana",20.95,39.75,37.62,16.35,28.72
"Schenectady County, New York",20.92,28.55,48.36,32.97,51.89
"Yuma County, Arizona",20.9,22.17,23.59,16.79,20.51
"Baylor County, Texas",20.89,10.2,13.88,21.12,11.57
"Cumberland County, New Jersey",20.86,15.26,22.87,25.31,25.47
"Big Horn County, Montana",20.82,39.66,20.09,15.22,14.29
"Hamilton County, Ohio",20.8,25.56,26.82,30.92,32.61
"Maui County, Hawaii",20.76,22.72,26.02,22.78,17.54
"Lac qui Parle County, Minnesota",20.76,14.41,15.14,16.16,16.27
"Hernando County, Florida",20.75,9.88,26.68,16.08,12.53
"Iowa County, Wisconsin",20.71,28,32.63,36.22,35.84
"Carroll County, Illinois",20.71,9.8,14.78,11.17,8.31
"Kings County, New York",20.7,24.91,37.01,35.08,31.48
"Kankakee County, Illinois",20.7,24.54,21.39,22.24,29.29
"Nelson County, North Dakota",20.7,13.72,4.95,18.96,18.59
"Racine County, Wisconsin",20.68,22.18,34.89,28.83,30.25
"Aransas County, Texas",20.66,17.68,14.98,18.67,17.74
"Reagan County, Texas",20.65,32.67,8.21,14.33,20.92
"Washington County, Minnesota",20.63,26.94,28.89,25.22,26.12
"Milwaukee County, Wisconsin",20.58,21.01,27.81,31.72,36.18
"Matagorda County, Texas",20.58,22.19,23.39,27.72,19.5
"Hidalgo County, New Mexico",20.51,58.66,71.83,10.96,38.22
"Washington County, Idaho",20.46,16.68,16.84,11.7,8.25
"St. Croix County, Wisconsin",20.42,21.9,29.72,28.02,25.96
"Steele County, Minnesota",20.41,25.22,28.4,26.82,27.2
"Charles County, Maryland",20.38,17.84,20.33,25.21,25.29
"Grant County, North Dakota",20.34,28.36,24.64,23.02,25.01
"Monroe County, Illinois",20.3,27.97,35.41,40.18,34.74
"Kennebec County, Maine",20.29,17.81,21.6,28.1,27.21
"San Luis Obispo County, California",20.29,33.04,27.67,16.38,13.2
"Anoka County, Minnesota",20.25,22.83,24.09,24.83,25.52
"Miller County, Missouri",20.2,16.94,16.08,16.52,13.98
"Martin County, Texas",20.18,20.84,17.95,22.24,36.29
"Scott County, Kansas",20.13,15.54,14.94,6.62,10.22
"Humboldt County, Nevada",20.12,24.78,21.67,15.1,13.93
"St. Lucie County, Florida",20.12,12.17,23.42,11.64,8.61
"Rensselaer County, New York",20.11,28.07,33.39,30.32,38.42
"Perry County, Indiana",20.11,30.79,33.07,27.84,33.01
"Seminole County, Florida",20.08,15.97,16.48,14.15,10.15
"Caledonia County, Vermont",20.01,13.95,25.55,17.23,22.31
"Sierra County, New Mexico",20,8.52,19.27,18.21,22.52
"Hooker County, Nebraska",19.97,9.51,14.43,37.83,9.7
"Queen Anne's County, Maryland",19.95,13.96,16.46,5.78,6.72
"Franklin County, Indiana",19.94,20.54,24.42,26.87,26.38
"Saratoga County, New York",19.94,23.91,26.81,20.48,23.2
"Deaf Smith County, Texas",19.91,43,40.27,32.95,27.88
"Chippewa County, Wisconsin",19.9,23.79,30.07,30.49,35.09
"Bay County, Michigan",19.89,30.84,36.23,39.75,41.47
"Chemung County, New York",19.85,16.43,24.91,29.1,28.88
"Marquette County, Michigan",19.84,23.3,29.73,19.69,21.74
"McLennan County, Texas",19.8,11.86,10.72,9.28,19.84
"Whitfield County, Georgia",19.8,17.1,5.57,1.24,1.19
"Ohio County, West Virginia",19.78,29.55,39.06,34.52,28.68
"Chaves County, New Mexico",19.75,21.37,31.5,28.8,18.66
"Clayton County, Iowa",19.71,24,32.28,28.55,25.23
"Kidder County, North Dakota",19.63,13.35,18.56,13.81,13.15
"Buffalo County, Nebraska",19.63,19.62,21.16,16.9,13.02
"Coos County, New Hampshire",19.61,38.45,53.27,34.17,49.69
"Calhoun County, Illinois",19.61,56.95,40.97,49.17,48.08
"Waynesboro city, Virginia",19.61,7.8,6.75,,
"Jersey County, Illinois",19.6,30.29,20.07,34.41,21.05
"Berks County, Pennsylvania",19.57,18.39,21.56,16.31,16.99
"Rawlins County, Kansas",19.56,24.69,24.71,39.34,32.62
"Adams County, Washington",19.54,10.81,10.23,14.56,9.57
"Benton County, Indiana",19.51,30.59,34.65,33.09,30.17
"Travis County, Texas",19.51,17.3,20.41,14.65,16.45
"Warren County, Ohio",19.51,9.17,11.23,7.7,3.69
"LaSalle County, Illinois",19.49,26.71,40.12,44.69,38.98
"Shawano County, Wisconsin",19.49,16.52,25.74,26.53,22.1
"Buchanan County, Iowa",19.47,24.77,34.01,34.82,30.83
"White Pine County, Nevada",19.46,30.6,26.49,15.64,17.94
"Texas County, Oklahoma",19.45,8.79,27.86,9.36,4
"Harris County, Texas",19.41,18.13,18.19,18.6,13.62
"Green Lake County, Wisconsin",19.4,27.77,38.23,47.73,42.44
"Summit County, Ohio",19.36,21.58,22.4,19.15,27.45
"Spencer County, Indiana",19.34,20.57,22.31,18.02,27.33
"Sac County, Iowa",19.34,24.43,22.63,23.51,22.65
"Hawaii County, Hawaii",19.33,16.54,22.1,23.73,41.28
"Campbell County, South Dakota",19.32,13.03,24.69,17.51,19.3
"Walworth County, South Dakota",19.32,17.43,26.82,21.82,18.63
"Floyd County, Indiana",19.31,16.4,20.87,16.5,18.6
"Kauai County, Hawaii",19.3,15.07,35.71,17.06,29.43
"Doña Ana County, New Mexico",19.28,31.78,60.18,40.08,28.2
"Big Stone County, Minnesota",19.28,26.72,32.22,27.02,27.32
"Carson City, Nevada",19.28,4.66,22.02,15.75,13.27
"Brazoria County, Texas",19.28,16.24,20,16.33,12.89
"Huron County, Ohio",19.27,23.4,25.13,18.12,28.75
"Douglas County, Minnesota",19.24,18.43,23.84,23.13,21.79
"Wichita County, Kansas",19.19,30.48,25.84,22.41,26.5
"Alameda County, California",19.18,15.33,21.23,25.06,22.59
"Trego County, Kansas",19.16,21.59,25.58,29.07,25.79
"Palm Beach County, Florida",19.16,15.91,26.56,12.61,22.15
"Martin County, Indiana",19.13,25.37,25.38,26.83,25.31
"Houghton County, Michigan",19.09,22.86,27.24,18.6,25.54
"Rockingham County, New Hampshire",19.05,28.69,42.38,23.5,28.34
"Graham County, Kansas",19.05,10.51,16.6,23.03,20.43
"Warren County, New Jersey",19.01,25.87,30.2,39.05,34.07
"Kingfisher County, Oklahoma",19.01,16.93,21.96,17.39,11.71
"Cochise County, Arizona",18.98,20.26,21.94,28.98,18.81
"Cortland County, New York",18.96,12.93,13.8,18.89,20.14
"Broward County, Florida",18.93,16.04,21.06,18.33,22.72
"New London County, Connecticut",18.91,30.93,31.09,30.98,30.79
"Sevier County, Arkansas",18.91,7.03,7.06,3.02,2.49
"Pima County, Arizona",18.9,20.79,26.72,26.76,21.28
"Plumas County, California",18.9,6.08,14.4,7.05,11.19
"Grundy County, Illinois",18.89,21.37,26.61,25.03,34.02
"Garza County, Texas",18.88,6.31,22.54,6.51,5.62
"Oneida County, Wisconsin",18.86,28.69,36.18,17.83,23.27
"East Baton Rouge Parish, Louisiana",18.85,22.24,23.22,25.53,21.83
"Ramsey County, Minnesota",18.82,24.54,31.17,32.51,31.56
"Burke County, North Dakota",18.81,17.38,14.54,19.52,17.19
"Summit County, Colorado",18.81,9.16,9.91,9.98,5.09
"Hansford County, Texas",18.79,21.38,11.64,8.45,6.44
"Winnebago County, Wisconsin",18.78,21.87,27.87,28.39,26.72
"San Francisco County, California",18.78,15.03,23.28,26.96,21.24
"Lee County, Florida",18.78,16.21,17.09,8.74,10.82
"Lea County, New Mexico",18.76,15.87,28.13,12.01,13.68
"Crockett County, Texas",18.72,36.3,29.28,29.25,47.31
"Bon Homme County, South Dakota",18.72,33.59,33.58,25.98,38.16
"Greene County, New York",18.66,20.18,19.54,14.68,21.05
"Pembina County, North Dakota",18.64,16.7,22.78,22.99,20.19
"Dickey County, North Dakota",18.64,15.28,15.01,15.23,17.09
"Eagle County, Colorado",18.63,21.79,23.65,12.97,4.13
"Cherry County, Nebraska",18.61,14,15.48,17.44,21.1
"Monroe County, Iowa",18.6,19.86,24.3,35.77,21.79
"Potter County, Texas",18.6,13.14,20.2,14.21,13.18
"Hodgeman County, Kansas",18.57,19,16.93,17.91,13.66
"Daniels County, Montana",18.54,24.27,69.61,35.3,28.99
"Douglas County, Nevada",18.53,10.64,11.5,8.2,11.4
"Falls County, Texas",18.52,12.2,15.98,11.77,11.2
"Sauk County, Wisconsin",18.5,20.36,31.74,32.63,33.71
"Madison County, New York",18.5,14.72,18.2,20.87,23.52
"Polk County, Minnesota",18.49,20.57,26.73,23.65,22.12
"Wyandot County, Ohio",18.47,20.95,20.51,19.58,22.28
"Erie County, Pennsylvania",18.46,33.5,36.79,34.54,32.91
"Tom Green County, Texas",18.46,14.52,15,15.96,12.07
"Nicollet County, Minnesota",18.4,17.54,21.31,21.23,24.51
"Decatur County, Indiana",18.39,25.29,22.16,19.95,20.09
"Dickinson County, Iowa",18.38,26.04,25.33,16.92,13.89
"Meade County, Kansas",18.35,18.23,20.56,13.26,18.8
"Hemphill County, Texas",18.33,8.43,7.46,7.77,4.71
"Isabella County, Michigan",18.31,14.47,15.24,20.12,22.69
"Jerauld County, South Dakota",18.28,15.74,15.12,11.13,11.27
"Blue Earth County, Minnesota",18.27,20.45,21.71,22.85,23.83
"Sanborn County, South Dakota",18.24,50.49,34.88,28.59,38
"Rutland County, Vermont",18.24,25.15,31.3,30.88,33.62
"Thomas County, Nebraska",18.24,7.73,9.33,6.46,6.78
"Fayette County, Georgia",18.22,9.75,13.51,5.79,3.13
"Terry County, Texas",18.21,14.01,16.89,7.57,13.72
"Yavapai County, Arizona",18.19,7.82,11.09,7.82,15.76
"Monroe County, Missouri",18.17,10.66,14.46,15.29,17.01
"Lake County, California",18.16,10.6,19.11,8.46,11.32
"Greene County, Georgia",18.14,9.32,4.74,0.04,
"Yakutat City and Borough, Alaska",18.13,7.55,10.15,,
"Brevard County, Florida",18.12,11.93,16.77,10.84,12.6
"Nez Perce County, Idaho",18.12,3.74,12.45,8.73,8.14
"Union County, Kentucky",18.1,21.05,22.98,21.78,20.2
"Wayne County, Pennsylvania",18.09,30.29,32.46,26.44,26.6
"Stevens County, Minnesota",18.07,15.9,19.69,20.88,24.89
"Porter County, Indiana",18.05,18,20.8,15.41,14.61
"Cherokee County, Iowa",18.03,17.06,21.19,23.91,23.03
"Hennepin County, Minnesota",18.03,18.67,23.35,20.87,20.43
"McLean County, North Dakota",17.97,24.88,29.2,16.94,16.02
"Honolulu County, Hawaii",17.96,18.22,17.55,20.64,19.41
"Grand Forks County, North Dakota",17.93,17.6,25.07,20.73,22.02
"Yellow Medicine County, Minnesota",17.92,21.79,19.03,14.75,15.54
"Todd County, Minnesota",17.91,22.08,29.53,30.36,31.62
"LaMoure County, North Dakota",17.91,23.65,26.42,25.77,26.6
"Cass County, Illinois",17.9,19.15,27.63,9.32,7.96
"Miner County, South Dakota",17.89,28.21,41.23,27.17,34.45
"Wilkin County, Minnesota",17.78,22.86,21.52,24.55,26.86
"Medina County, Ohio",17.74,28.15,18,25.6,27.11
"Pierce County, Nebraska",17.74,15.8,18.39,18.04,17.6
"Sacramento County, California",17.74,16.19,18.33,14.2,14.17
"Rio Grande County, Colorado",17.69,37.34,31.52,27.86,25.69
"Las Animas County, Colorado",17.68,78.65,66.61,18.27,37.21
"Pueblo County, Colorado",17.68,45.52,38.46,27.99,29.02
"Lafayette County, Wisconsin",17.67,35.14,44.44,40.2,41.95
"Garfield County, Colorado",17.66,11.29,12.28,7.78,11.1
"Towner County, North Dakota",17.62,20.48,20.58,23.74,25.22
"Kendall County, Illinois",17.59,22.74,17.9,19.51,21.74
"Gibson County, Indiana",17.58,18.63,18.67,19.95,18.2
"Jefferson County, New York",17.52,18.23,27.74,24.34,28.89
"Citrus County, Florida",17.49,9.64,14.52,17.41,8.66
"Mason County, Texas",17.48,13.78,21.46,8.91,10.86
"Wood County, Ohio",17.46,17.18,18.16,9.78,16.4
"Apache County, Arizona",17.46,20.97,28.76,9.9,15.13
"Milam County, Texas",17.44,15.56,21.99,11.37,12.45
"Hyde County, South Dakota",17.43,87.68,27.59,35.55,31.42
"Inyo County, California",17.43,26.03,42.92,10.94,23.35
"Jackson County, Minnesota",17.43,19.64,19.24,18.28,18.29
"Herkimer County, New York",17.42,23.91,36.53,25.27,35.57
"Forest County, Wisconsin",17.42,32.07,26.42,31.91,31.72
"Sibley County, Minnesota",17.42,15.46,16.38,18.53,16.8
"LaPorte County, Indiana",17.41,13.31,22.97,17.71,22.65
"Red Willow County, Nebraska",17.39,34.26,15.3,23.15,17.3
"Cameron County, Pennsylvania",17.37,36.15,26.45,25.37,24.42
"Lincoln County, Colorado",17.37,8.12,11.55,20.25,12.63
"Okanogan County, Washington",17.37,11.25,9.5,13.1,8.26
"Mendocino County, California",17.36,17.17,20.36,9.33,9.21
"Hendry County, Florida",17.34,6.64,3.64,5.71,21.51
"Orange County, North Carolina",17.31,10.04,5.84,4.35,3.78
"Wichita County, Texas",17.3,8.9,9.6,11.63,7.22
"Sioux County, North Dakota",17.24,52.03,29.6,21.08,75.55
"Linn County, Iowa",17.24,19.38,23.29,23.1,19.9
"Chenango County, New York",17.23,10.95,15.5,12.17,13.87
"Rush County, Kansas",17.19,35.62,25.71,31.39,34.83
"La Crosse County, Wisconsin",17.15,24.6,29.45,22.83,28.28
"Blanco County, Texas",17.15,8.31,9.09,11.81,14.72
"Oconto County, Wisconsin",17.14,21.06,30.24,35.09,35.02
"Pottawatomie County, Kansas",17.13,13.06,13.99,25.02,22.89
"St. Joseph County, Indiana",17.1,19.73,23.8,25.39,25.93
"Clinton County, Michigan",17.04,18.33,24.94,20.67,20.78
"Hays County, Texas",17.04,23.42,19.8,10.04,9.66
"Douglas County, Illinois",17.04,10.53,11.34,10.88,8.09
"Tarrant County, Texas",17.04,11.09,11.52,8.55,6.67
"Williamson County, Texas",17.03,11,12.38,11.51,5.5
"Talbot County, Maryland",17.02,12.1,15.67,8.2,8.75
"Mille Lacs County, Minnesota",17,22.94,17.59,21.81,20.5
"Fairfax County, Virginia",17,17.03,21.31,17.62,13.55
"Ward County, North Dakota",16.99,18.56,19.66,15.96,16.91
"Sullivan County, New York",16.94,19.8,24.9,23.82,22.63
"Haskell County, Kansas",16.93,12.15,5.46,14.15,4.88
"Wyoming County, New York",16.87,18.9,29.94,27.48,36.23
"Wheatland County, Montana",16.87,9.23,9.61,11.26,11.87
"Walker County, Texas",16.87,9.16,2.69,9.6,3.59
"Midland County, Michigan",16.85,14.67,14.22,16.61,19.15
"Howard County, Maryland",16.85,18.83,26.68,15.58,16.91
"Irion County, Texas",16.85,31.27,15.7,17.56,0
"Nuckolls County, Nebraska",16.78,16.42,19.24,25.53,21.75
"Dickens County, Texas",16.78,11.21,10.75,7.78,11.3
"Camp County, Texas",16.78,11.46,11.14,3.28,
"Jefferson County, Ohio",16.77,19.87,19.9,22.84,22.68
"Hardee County, Florida",16.76,6.13,18.43,1.05,3.82
"Garfield County, Washington",16.75,34.29,29.29,20.02,16.57
"Saginaw County, Michigan",16.72,17.92,20.07,24.57,25.53
"Minnehaha County, South Dakota",16.71,17.9,22.44,18.87,18.72
"Webster County, Iowa",16.61,18.56,17.86,24.63,23.99
"Sully County, South Dakota",16.6,22.94,21.85,17.81,17.59
"Summit County, Utah",16.59,14.53,10.63,3.87,3.97
"Cattaraugus County, New York",16.56,15.38,21.66,26.78,27.91
"Clinton County, Iowa",16.55,19.02,21.1,21.69,21.25
"El Paso County, Colorado",16.55,8.41,11.25,12.1,9.78
"Custer County, Montana",16.53,13.51,19.7,17.53,28.61
"Johnson County, Kansas",16.52,18.77,21.3,17.25,18.05
"Dallas County, Texas",16.52,18.88,21.66,11.2,8.39
"Becker County, Minnesota",16.51,22.77,24.41,18.28,17.41
"St. Louis city, Missouri",16.5,15.35,20.26,22.9,23.8
"Union County, North Carolina",16.44,1.52,4.65,1.17,0.62
"Chase County, Nebraska",16.41,16.59,12.78,11.46,8.95
"Kingsbury County, South Dakota",16.39,16.65,19.74,14.9,16.87
"Polk County, Nebraska",16.38,14.91,14.52,9,18.01
"Chautauqua County, New York",16.37,15.5,24.85,30.46,31.39
"Logan County, Colorado",16.36,13.81,14.98,33.07,30.4
"Fulton County, Georgia",16.36,9.93,8.84,4.48,5.16
"Sedgwick County, Colorado",16.35,13.32,14.34,24.54,24.49
"Ector County, Texas",16.34,15.75,12.61,13.01,15.44
"Crow Wing County, Minnesota",16.32,17.2,29.8,22.19,21.65
"Walworth County, Wisconsin",16.32,19.43,28.11,20.13,18.17
"Tehama County, California",16.3,17.72,13.88,6.07,8.41
"Hillsborough County, New Hampshire",16.29,31.19,45.52,34.88,43.55
"Hutchinson County, South Dakota",16.28,17.08,24.9,13.27,22.94
"Florence County, Wisconsin",16.26,21.23,23.41,27.97,27.97
"Belknap County, New Hampshire",16.25,21.32,31.56,28.02,21.79
"Multnomah County, Oregon",16.24,15.28,22.72,13.31,16.2
"Lehigh County, Pennsylvania",16.23,19.52,26.86,24.53,26.1
"Scott County, Iowa",16.23,18.46,20.9,20.35,17.64
"Mountrail County, North Dakota",16.23,31.92,15.37,15.77,14.23
"Floyd County, Iowa",16.2,18.89,23.92,16.37,17.47
"Jasper County, Illinois",16.19,24.08,22.18,23.23,23.37
"Calhoun County, Iowa",16.17,16.22,16.45,15.58,20.05
"Blaine County, Idaho",16.17,9.71,9.95,6.46,5.11
"McHenry County, North Dakota",16.15,25.39,19.56,31.16,29.73
"Lucas County, Ohio",16.14,20.89,25.03,19.25,29.11
"Lee County, Iowa",16.13,17.82,19.5,24.91,27.27
"Galveston County, Texas",16.12,19.88,16.85,12.48,16.82
"Kearny County, Kansas",16.12,29.29,22.03,17.76,14.06
"Highlands County, Florida",16.09,4.05,5.31,5.34,3.65
"DeWitt County, Texas",16.07,25.27,26.61,35.52,27.95
"Cobb County, Georgia",16.07,11.19,9.78,6.4,4.56
"Marshall County, Minnesota",16.06,21.19,32.63,34.19,28.95
"Lincoln County, Wisconsin",16.05,21.57,23.06,21.45,23
"Cumberland County, Maine",16.04,13.58,23.15,17.77,24.41
"Chaffee County, Colorado",16.04,11.37,23.4,22.55,17.06
"Perkins County, South Dakota",16.01,46.21,27.98,18.13,17.34
"Madison County, Texas",16.01,10.44,3.04,1.83,3.1
"Solano County, California",16,19.63,21.21,16.69,14.46
"Clinton County, Indiana",16,15.46,4.23,3.4,2.89
"Sawyer County, Wisconsin",15.98,22.63,23.49,16.84,23.32
"Custer County, Nebraska",15.98,7.4,13.53,16.72,13.48
"Meeker County, Minnesota",15.97,25.52,19.74,21.33,22.39
"Boulder County, Colorado",15.97,20.11,20.17,12.13,12.71
"Scurry County, Texas",15.95,13.69,16.51,7.51,15.67
"Moody County, South Dakota",15.94,29.96,20.35,17.66,16.93
"Seward County, Kansas",15.94,22.86,11.37,5.34,10.4
"Carbon County, Pennsylvania",15.93,19.03,33.72,28.82,35.93
"Howard County, Texas",15.93,12.85,14.63,20.79,17.04
"Lake County, Florida",15.93,9.05,9.14,6.15,5.34
"Mitchell County, Iowa",15.92,21.87,33.7,37.8,31.69
"Yukon-Koyukuk Census Area, Alaska",15.91,26,19.4,28.67,24.13
"Seneca County, New York",15.91,2.68,26.44,22.38,23.15
"Nolan County, Texas",15.89,11.17,10.63,13.44,12.1
"Owyhee County, Idaho",15.88,3.44,7.43,14.06,23.22
"Boone County, Kentucky",15.86,16.41,20.36,16.31,15.99
"Hughes County, South Dakota",15.85,16.58,24.8,19.25,12.59
"Fort Bend County, Texas",15.84,13.85,24.78,17.27,19.42
"Philadelphia County, Pennsylvania",15.83,24.81,32.4,33.91,35.44
"Cloud County, Kansas",15.82,19.87,19.66,30.73,28.71
"Defiance County, Ohio",15.79,20.45,22.87,15.25,22.68
"Marshall County, South Dakota",15.79,18.3,21.74,16.1,18.45
"Kootenai County, Idaho",15.79,5.49,11.57,6.65,7.86
"Buena Vista County, Iowa",15.77,15.77,12.34,13.93,14.15
"Brazos County, Texas",15.77,11.25,24.56,14.05,7.47
"Koochiching County, Minnesota",15.76,21.03,31.88,18.79,36.99
"Carroll County, Maryland",15.76,18.28,19.02,14.8,11.09
