County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Potter County, Texas",,0.14,0.18,0.1,0.24
"Forrest County, Mississippi",,0.17,0.18,0.18,0.23
"Rock Island County, Illinois",,,0.37,0.36,0.22
"Roanoke County, Virginia",,,,0.39,0.21
"Allen County, Ohio",,0.15,0.17,0.24,0.21
"Knox County, Illinois",,0.14,0.23,0.18,0.21
"Mercer County, West Virginia",,0.12,0.32,0.38,0.2
"Allegany County, Maryland",,0.23,0.37,0.35,0.2
"Macon County, Illinois",,,0.11,0.18,0.2
"Williamson County, Illinois",,0.06,0.33,0,0.19
"Adams County, Mississippi",,0.13,0.1,0,0.19
"Androscoggin County, Maine",,,0.48,0.48,0.17
"Lauderdale County, Alabama",,,,0.19,0.17
"Madison County, Tennessee",,0.07,0.07,0.13,0.17
"Lenoir County, North Carolina",,0.07,0.12,0,0.17
"Mississippi County, Arkansas",,,0.07,0,0.17
"Dinwiddie County, Virginia",,,,0.29,0.16
"Dallas County, Alabama",,0.04,0.18,0.21,0.16
"Jefferson County, Arkansas",,0.06,0.04,0.12,0.16
"Jasper County, Missouri",,0.08,0.1,0.07,0.16
"Las Animas County, Colorado",,0.15,0.66,0,0.16
"Edgecombe County, North Carolina",,,0.14,,0.16
"Chautauqua County, New York",,0.06,0.07,0.16,0.15
"Webb County, Texas",,,0.07,0.15,0.15
"Washington County, Pennsylvania",,0.03,0.44,2.01,0.14
"Anderson County, Tennessee",,,0.35,0.51,0.14
"Wood County, West Virginia",,0.06,0.13,0.35,0.14
"Douglas County, Wisconsin",,,,0.24,0.14
"Jackson County, Michigan",,0.12,0.13,0.22,0.14
"Marquette County, Michigan",,0.16,0.23,0.21,0.14
"Marion County, Ohio",,0.13,0.19,0.17,0.14
"Cattaraugus County, New York",,0.1,0.12,0.14,0.14
"Minnehaha County, South Dakota",,0.1,0.13,0.11,0.14
"Georgetown County, South Carolina",,0.19,0.4,0,0.14
"Victoria County, Texas",,0.07,0.09,0,0.14
"Gaston County, North Carolina",,0.1,0.11,0.58,0.13
"Hampton city, Virginia",,0.42,0.55,0.5,0.13
"Cambria County, Pennsylvania",,,0.18,0.18,0.13
"Houston County, Alabama",,0.14,0.11,0.18,0.13
"Henry County, Virginia",,,,0.18,0.13
"Grant County, Indiana",,0.08,0.18,0.13,0.13
"Bowie County, Texas",,0.08,1.79,0,0.13
"Wayne County, Indiana",,0.11,0.18,0,0.13
"Carter County, Oklahoma",,,0.05,0,0.13
"Beaver County, Pennsylvania",,,1.09,2.11,0.12
"Fayette County, Pennsylvania",,0.04,0.1,2.01,0.12
"Jefferson County, New York",,0.09,0.09,0.15,0.12
"Cameron County, Texas",,,0.13,0.12,0.12
"Mingo County, West Virginia",,,0.41,0,0.12
"Haywood County, Tennessee",,0.16,0.3,0,0.12
"Grand Traverse County, Michigan",,0.16,0.26,0,0.12
"Gregg County, Texas",,0.05,0.09,0,0.12
"Etowah County, Alabama",,,0.08,0,0.12
"Scioto County, Ohio",,0.04,0.06,0,0.12
"Marengo County, Alabama",,,,0,0.12
"Lebanon County, Pennsylvania",,,0.29,1.46,0.11
"Franklin County, Massachusetts",,,1.54,1.28,0.11
"Brazos County, Texas",,0.08,0.26,0.33,0.11
"Pueblo County, Colorado",,0.05,0.3,0.2,0.11
"Delaware County, Indiana",,0.08,0.1,0.13,0.11
"Lafayette Parish, Louisiana",,0.08,0.01,0.12,0.11
"Decatur County, Georgia",,0.11,0.35,0,0.11
"Iberia Parish, Louisiana",,0.1,0.34,0,0.11
"Howard County, Indiana",,0.07,0.15,0,0.11
"Marion County, Illinois",,0.31,0.48,,0.11
"Whitfield County, Georgia",,,0.15,0.31,0.1
"Bay County, Michigan",,0.2,0.14,0.25,0.1
"Yellowstone County, Montana",,0.09,0.23,0.18,0.1
"Grayson County, Texas",,0.03,0.07,0.13,0.1
"Pittsylvania County, Virginia",,,,0.09,0.1
"Whiteside County, Illinois",,,0.21,0,0.1
"Calhoun County, Alabama",,0.1,0.08,0,0.1
"Lowndes County, Mississippi",,0.08,0.06,0,0.1
"Boyd County, Kentucky",,,,,0.1
"Augusta County, Virginia",,,,0.38,0.09
"Racine County, Wisconsin",,,0.11,0.21,0.09
"Columbiana County, Ohio",,0.03,0.04,0.18,0.09
"Sullivan County, Tennessee",,0.09,0.05,0.07,0.09
"Pettis County, Missouri",,,0.13,0,0.09
"Halifax County, North Carolina",,,0.12,0,0.09
"Craighead County, Arkansas",,0.09,0.04,0,0.09
"Genesee County, New York",,,,0,0.09
"Bannock County, Idaho",,,,,0.09
"Walker County, Alabama",,,0.13,0.56,0.08
"Cayuga County, New York",,0.06,0.14,0.21,0.08
"Riley County, Kansas",,,0.68,0.15,0.08
"Marion County, West Virginia",,,,0.12,0.08
"Claiborne County, Mississippi",,,0.3,0,0.08
"Berkeley County, West Virginia",,,0.16,0,0.08
"Leflore County, Mississippi",,,0.09,0,0.08
"St. Mary Parish, Louisiana",,,0.04,0,0.08
"St. Mary's County, Maryland",,,,0,0.08
"Williamsburg County, South Carolina",,,,0,0.08
"Miami County, Ohio",,,,0.64,0.07
"Schuylkill County, Pennsylvania",,,0.11,0.16,0.07
"Muskingum County, Ohio",,,0.12,0.15,0.07
"Brown County, Wisconsin",,0.07,0.22,0.13,0.07
"Calhoun County, Michigan",,0.05,,0.13,0.07
"Greene County, Missouri",,0.11,0.12,0.12,0.07
"Wayne County, North Carolina",,0.03,0.07,0.11,0.07
"Sebastian County, Arkansas",,0.05,0.03,0.11,0.07
"Coles County, Illinois",,,0.24,0,0.07
"Raleigh County, West Virginia",,0.12,0.15,0,0.07
"Licking County, Ohio",,0.04,0.03,1.15,0.06
"Franklin County, Pennsylvania",,,0.29,0.39,0.06
"Midland County, Michigan",,,0.14,0.26,0.06
"Butler County, Pennsylvania",,,0.14,0.19,0.06
"Lowndes County, Georgia",,,0.11,0.14,0.06
"Alpena County, Michigan",,0.06,0.43,0,0.06
"Muskogee County, Oklahoma",,0.05,0.04,0,0.06
"Logan County, West Virginia",,,,0,0.06
"Vermilion County, Illinois",,,0.12,0,0.05
"Craven County, North Carolina",,0.16,0.08,0,0.05
"Webster County, Iowa",,,,0,0.05
"Wapello County, Iowa",,0.05,0.25,,0.05
"Trumbull County, Ohio",,0.08,0.31,0.76,0.04
"Isabella County, Michigan",,0.11,0.21,0.22,0.04
"Black Hawk County, Iowa",,0.11,0.13,0.16,0.04
"Grays Harbor County, Washington",,0.03,0.32,0,0.04
"Union County, Arkansas",,,,0,0.04
"McDowell County, West Virginia",,,,0,0.04
"Daviess County, Kentucky",,0.04,0.05,,0.04
"Marshall County, Iowa",,,,,0.04
"Oswego County, New York",,,0.12,1.37,0.03
"Rowan County, North Carolina",,,,0.41,0.03
"Wichita County, Texas",,,0.2,0.21,0.03
"Saginaw County, Michigan",,,0.05,0.09,0.03
"Cole County, Missouri",,0.09,0.07,0,0.03
"Ward County, North Dakota",,,,0,0.03
"Sandusky County, Ohio",,,,0,0.03
"Washington County, Minnesota",,,,1.36,0.02
"Ashtabula County, Ohio",,0.03,0.05,0,0.02
"Jackson County, Colorado",,,,6.23,0
"McHenry County, Illinois",,0.09,0.1,4.09,0
"Lake County, Minnesota",,,,3.84,0
"Medina County, Ohio",,,,3.72,0
"Geauga County, Ohio",,,,3.2,0
"Lewis County, Idaho",,,,2.84,0
"San Miguel County, Colorado",,,1.9,2.74,0
"Douglas County, Colorado",,0.02,,2.43,0
"Butts County, Georgia",,,,2.3,0
"Paulding County, Georgia",,,,2.3,0
"Rockdale County, Georgia",,,3.57,2.29,0
"Forsyth County, Georgia",,,,2.29,0
"Barrow County, Georgia",,,,2.29,0
"Cherokee County, Georgia",,,,2.29,0
"Clayton County, Georgia",,,,2.29,0
"Coweta County, Georgia",,,,2.29,0
"Douglas County, Georgia",,,,2.29,0
"Henry County, Georgia",,,,2.29,0
"Newton County, Georgia",,,,2.29,0
"Spalding County, Georgia",,,,2.29,0
"Livingston County, New York",,,,2.29,0
"Wayne County, New York",,,,2.29,0
"Grand Isle County, Vermont",,,,2.26,0
"Walton County, Georgia",,,,2.22,0
"St. Charles County, Missouri",,0.03,0.81,2.17,0
"Clinton County, Illinois",,,,2.17,0
"Jersey County, Illinois",,,,2.17,0
"Monroe County, Illinois",,,,2.17,0
"St. Clair County, Illinois",,,,2.17,0
"Franklin County, Missouri",,,,2.17,0
"Jefferson County, Missouri",,,,2.17,0
"Hanover County, Virginia",,,,2.17,0
"Monroe County, Michigan",,,2.88,2.15,0
"Lapeer County, Michigan",,,,2.15,0
"Livingston County, Michigan",,,,2.15,0
"Macomb County, Michigan",,,0.53,2.14,0
"St. Clair County, Michigan",,,,2.14,0
"Ozaukee County, Wisconsin",,0.8,2.55,1.96,0
"Washington County, Wisconsin",,0.03,,1.96,0
"Waukesha County, Wisconsin",,0.09,0.58,1.95,0
"Charlton County, Georgia",,,,1.94,0
"Osceola County, Florida",,0.05,0.7,1.69,0
"Dearborn County, Indiana",,,,1.62,0
"Campbell County, Kentucky",,,0.56,1.58,0
"Warren County, Ohio",,0.03,0.03,1.58,0
"Boone County, Kentucky",,,,1.58,0
"Kenton County, Kentucky",,,,1.58,0
"Clermont County, Ohio",,,,1.58,0
"Washington County, Rhode Island",,,0.97,1.56,0
"Carbon County, Pennsylvania",,,,1.42,0
"Pickaway County, Ohio",,,,1.41,0
"Chesterfield County, Virginia",,,,1.4,0
"Los Alamos County, New Mexico",,,1.36,1.38,0
"Madison County, New York",,,0.22,1.36,0
"Anoka County, Minnesota",,,,1.36,0
"Carver County, Minnesota",,,,1.36,0
"Chisago County, Minnesota",,,,1.36,0
"Isanti County, Minnesota",,,,1.36,0
"Scott County, Minnesota",,,,1.36,0
"Wright County, Minnesota",,,,1.36,0
"Rockwall County, Texas",,,,1.33,0
"Ellis County, Texas",,,,1.33,0
"Kaufman County, Texas",,,,1.33,0
"Liberty County, Texas",,,,1.29,0
"Waller County, Texas",,,,1.28,0
"Madison County, Ohio",,,,1.23,0
"Wyandotte County, Kansas",,,0.05,1.22,0
"Leavenworth County, Kansas",,,,1.22,0
"Miami County, Kansas",,,,1.22,0
"Cass County, Missouri",,,,1.22,0
"Clay County, Missouri",,,,1.22,0
"Lafayette County, Missouri",,,,1.22,0
"Platte County, Missouri",,,,1.22,0
"Ray County, Missouri",,,,1.22,0
"Charles City County, Virginia",,,,1.21,0
"New Kent County, Virginia",,,,1.19,0
"Effingham County, Georgia",,,,1.18,0
"Fairfield County, Ohio",,,,1.18,0
"Delaware County, Ohio",,,,1.14,0
"Tioga County, New York",,,,1.13,0
"Fulton County, Ohio",,,,1.12,0
"Goochland County, Virginia",,,,1.12,0
"Perry County, Pennsylvania",,,,1.11,0
"Wood County, Ohio",,,,1.09,0
"Pike County, Pennsylvania",,,0.65,1.07,0
"Wyoming County, Pennsylvania",,,,1.07,0
"Botetourt County, Virginia",,,,1.06,0
"Pottawattamie County, Iowa",,,0.17,1.05,0
"Clark County, Indiana",,,,1.05,0
"Floyd County, Indiana",,,,1.05,0
"Oldham County, Kentucky",,,,1.05,0
"Shelby County, Kentucky",,,,1.05,0
"Sarpy County, Nebraska",,,,1.05,0
"Washington County, Nebraska",,,,1.05,0
"Crittenden County, Arkansas",,,,1.02,0
"DeSoto County, Mississippi",,,,1.02,0
"Tipton County, Tennessee",,,,1.02,0
"St. Bernard Parish, Louisiana",,,,0.97,0
"St. Charles Parish, Louisiana",,,,0.97,0
"St. John the Baptist Parish, Louisiana",,,,0.97,0
"St. Tammany Parish, Louisiana",,0.14,0.73,0.96,0
"Union County, Ohio",,,,0.95,0
"Portage County, Ohio",,,,0.93,0
"Washington County, Vermont",,,0.96,0.91,0
"Columbia County, Pennsylvania",,,,0.91,0
"Placer County, California",,0.12,0.91,0.84,0
"Dorchester County, South Carolina",,,,0.83,0
"Nassau County, Florida",,,,0.81,0
"Powhatan County, Virginia",,,,0.81,0
"Clay County, Florida",,,,0.8,0
"Boone County, Indiana",,,,0.8,0
"Hancock County, Indiana",,,,0.8,0
"Hendricks County, Indiana",,,,0.8,0
"Johnson County, Indiana",,,,0.8,0
"Morgan County, Indiana",,,,0.8,0
"Shelby County, Indiana",,,,0.8,0
"Hot Spring County, Arkansas",,,,0.77,0
"Ben Hill County, Georgia",,,,0.77,0
"Franklin County, North Carolina",,,,0.77,0
"Comal County, Texas",,,,0.77,0
"Guadalupe County, Texas",,,,0.77,0
"Columbia County, New York",,,0.79,0.75,0
"Greene County, Virginia",,,,0.73,0
"Fluvanna County, Virginia",,,,0.72,0
"Catawba County, North Carolina",,0.1,0.08,0.7,0
"Burke County, North Carolina",,,,0.7,0
"Dallas County, Iowa",,,,0.67,0
"Washington County, New York",,,,0.67,0
"Warren County, Iowa",,,,0.66,0
"Gadsden County, Florida",,,,0.64,0
"Hays County, Texas",,,,0.64,0
"Yamhill County, Oregon",,,,0.63,0
"Carroll County, Ohio",,,,0.63,0
"Grafton County, New Hampshire",,,1.01,0.61,0
"Greene County, Ohio",,,,0.61,0
"Bradford County, Florida",,,,0.59,0
"Strafford County, New Hampshire",,0.24,0.53,0.58,0
"Woodford County, Kentucky",,,,0.58,0
"Williamson County, Tennessee",,0.67,,0.57,0
"Dawson County, Georgia",,,,0.57,0
"Bourbon County, Kentucky",,,,0.57,0
"Clark County, Kentucky",,,,0.57,0
"Jessamine County, Kentucky",,,,0.57,0
"Scott County, Kentucky",,,,0.57,0
"Cheatham County, Tennessee",,,,0.57,0
"Hall County, Nebraska",,,0.05,0.56,0
"Blount County, Alabama",,,,0.56,0
"St. Clair County, Alabama",,,,0.56,0
"Shelby County, Alabama",,,,0.56,0
"Dickson County, Tennessee",,,,0.56,0
"Robertson County, Tennessee",,,,0.56,0
"Rutherford County, Tennessee",,,,0.56,0
"Sumner County, Tennessee",,,,0.56,0
"Wilson County, Tennessee",,,,0.56,0
"Lake County, Florida",,,0.01,0.53,0
"Chattahoochee County, Georgia",,,,0.51,0
"York County, Maine",,0.02,0.04,0.49,0
"Clinton County, Michigan",,,,0.49,0
"Eaton County, Michigan",,,,0.49,0
"Cabarrus County, North Carolina",,,,0.47,0
"Eagle County, Colorado",,0.11,1.56,0.46,0
"Gloucester County, Virginia",,,,0.46,0
"James City County, Virginia",,,,0.46,0
"Lexington County, South Carolina",,,,0.44,0
"Wagoner County, Oklahoma",,,,0.42,0
"Cortland County, New York",,,0.31,0.41,0
"Lincoln County, North Carolina",,,,0.41,0
"Union County, North Carolina",,,,0.41,0
"Creek County, Oklahoma",,,,0.41,0
"Osage County, Oklahoma",,,,0.4,0
"Rogers County, Oklahoma",,,,0.4,0
"San Patricio County, Texas",,,,0.4,0
"Walker County, Georgia",,,,0.39,0
"Sullivan County, New Hampshire",,,,0.39,0
"Sequatchie County, Tennessee",,,,0.39,0
"Marion County, Tennessee",,,0.22,0.38,0
"Parker County, Texas",,,,0.38,0
"Amherst County, Virginia",,,,0.38,0
"Johnson County, Texas",,,,0.37,0
"Caledonia County, Vermont",,,0.51,0.36,0
"Adams County, Pennsylvania",,,0.24,0.36,0
"Henry County, Illinois",,,,0.36,0
"St. Lawrence County, New York",,,0.18,0.35,0
"Boone County, Illinois",,,,0.35,0
"Harrison County, Texas",,,,0.35,0
"McDuffie County, Georgia",,,,0.34,0
"Peach County, Georgia",,,,0.34,0
"Davie County, North Carolina",,,,0.34,0
"Stokes County, North Carolina",,,,0.34,0
"Montgomery County, Virginia",,,0.24,0.33,0
"Wharton County, Texas",,,0.18,0.33,0
"Clay County, Minnesota",,,,0.33,0
"Silver Bow County, Montana",,0.13,0.29,0.32,0
"Weld County, Colorado",,,,0.32,0
"Houston County, Georgia",,,,0.32,0
"Davidson County, North Carolina",,,,0.32,0
"Randolph County, North Carolina",,,,0.32,0
"Laramie County, Wyoming",,,0.12,0.31,0
"Tazewell County, Illinois",,,,0.31,0
"Yadkin County, North Carolina",,,,0.31,0
"Jones County, Georgia",,,,0.3,0
"DeKalb County, Indiana",,,,0.3,0
"Whitley County, Indiana",,,,0.3,0
"Bossier Parish, Louisiana",,,,0.3,0
"Lonoke County, Arkansas",,,,0.29,0
"Weber County, Utah",,0.05,0.08,0.28,0
"Saline County, Arkansas",,,,0.28,0
"Union County, Tennessee",,,,0.28,0
"Davis County, Utah",,,,0.28,0
"Putnam County, West Virginia",,,,0.28,0
"Butte County, California",,0.01,0.37,0.27,0
"Mesa County, Colorado",,0.13,0.28,0.27,0
"DeKalb County, Illinois",,,0.2,0.26,0
"Santa Rosa County, Florida",,,0.4,0.24,0
"Venango County, Pennsylvania",,,0.17,0.24,0
"Auglaize County, Ohio",,,,0.24,0
"Cleveland County, Oklahoma",,,,0.24,0
"Logan County, Oklahoma",,,,0.24,0
"West Baton Rouge Parish, Louisiana",,,3.7,0.23,0
"Livingston Parish, Louisiana",,,0.02,0.23,0
"Baldwin County, Alabama",,,,0.23,0
"Pottawatomie County, Oklahoma",,,,0.23,0
"Monroe County, Florida",,0.08,0.82,0.22,0
"Wayne County, West Virginia",,,0.29,0.22,0
"Will County, Illinois",,,0.05,0.22,0
"Grundy County, Illinois",,,,0.22,0
"Ottawa County, Michigan",,,,0.22,0
"Blount County, Tennessee",,,,0.22,0
"Grainger County, Tennessee",,,,0.22,0
"Jefferson County, Tennessee",,,,0.22,0
"Sevier County, Tennessee",,,,0.22,0
"Hardin County, Texas",,,,0.22,0
"Orange County, Texas",,,,0.22,0
"Benton County, Oregon",,,0.64,0.21,0
"Grand Forks County, North Dakota",,0.15,0.27,0.21,0
"Douglas County, Kansas",,,0.15,0.21,0
"Kankakee County, Illinois",,,0.1,0.21,0
"Ascension Parish, Louisiana",,,0.03,0.21,0
"Butler County, Kansas",,,,0.21,0
"Harvey County, Kansas",,,,0.21,0
"McClain County, Oklahoma",,,,0.21,0
"Adams County, Illinois",,0.18,0.15,0.19,0
"Belmont County, Ohio",,,,0.19,0
"Pickens County, South Carolina",,,,0.19,0
"Franklin County, Washington",,,,0.19,0
"Clallam County, Washington",,0.17,0.15,0.18,0
"Madison County, Mississippi",,,,0.18,0
"Rankin County, Mississippi",,,,0.18,0
"Somerset County, Pennsylvania",,,,0.18,0
"Kane County, Illinois",,,0.25,0.17,0
"Northumberland County, Pennsylvania",,,0.21,0.17,0
"Athens County, Ohio",,,0.16,0.17,0
"Kendall County, Illinois",,,,0.17,0
"Natrona County, Wyoming",,,0.15,0.16,0
"Jackson County, Illinois",,,,0.16,0
"Sheboygan County, Wisconsin",,,0.12,0.15,0
"Bremer County, Iowa",,,,0.15,0
"Salem County, New Jersey",,,,0.15,0
"Canadian County, Oklahoma",,,,0.14,0
"Tulare County, California",,0.05,0.1,0.12,0
"Kings County, California",,,,0.12,0
"St. Martin Parish, Louisiana",,,,0.12,0
"Orangeburg County, South Carolina",,,,0.12,0
"Manitowoc County, Wisconsin",,,,0.12,0
"Mohave County, Arizona",,0.05,0.13,0.11,0
"Washington County, Arkansas",,0.09,0.1,0.11,0
"Imperial County, California",,0.03,0.04,0.11,0
"Crawford County, Arkansas",,,,0.11,0
"Randall County, Texas",,,,0.11,0
"Shasta County, California",,0.07,0.09,0.1,0
"Merced County, California",,0.03,0.09,0.1,0
"Tom Green County, Texas",,,,0.1,0
"Marion County, Oregon",,0.11,0.35,0.09,0
"Newton County, Missouri",,,,0.07,0
"Midland County, Texas",,,,0.07,0
"Carter County, Tennessee",,,,0.06,0
"Hawkins County, Tennessee",,,,0.06,0
"Washington County, Tennessee",,,,0.06,0
"Faulkner County, Arkansas",,,,0.02,0
"Fayette County, Texas",,0.33,0.6,0,0
"Houghton County, Michigan",,0.12,0.42,0,0
"Carroll County, Maryland",,,0.33,0,0
"Indiana County, Pennsylvania",,0.07,0.25,0,0
"Van Buren County, Michigan",,,0.2,0,0
"Hawaii County, Hawaii",,0.03,0.19,0,0
"Aiken County, South Carolina",,0.12,0.15,0,0
"Cumberland County, North Carolina",,,0.1,0,0
"Lee County, Mississippi",,,0.05,0,0
"Nash County, North Carolina",,0.03,,0,0
"Troup County, Georgia",,,,0,0
"Alexander County, Illinois",,,,0,0
"Franklin County, Illinois",,,,0,0
"Cerro Gordo County, Iowa",,,,0,0
"Washington Parish, Louisiana",,,,0,0
"Dickinson County, Michigan",,,,0,0
"Lincoln County, Mississippi",,,,0,0
"Coos County, New Hampshire",,,,0,0
"Chaves County, New Mexico",,,,0,0
"Chenango County, New York",,,,0,0
"Columbus County, North Carolina",,,,0,0
"Onslow County, North Carolina",,,,0,0
"Robeson County, North Carolina",,,,0,0
"Burleigh County, North Dakota",,,,0,0
"Washington County, Ohio",,,,0,0
"Armstrong County, Pennsylvania",,,,0,0
"Bradford County, Pennsylvania",,,,0,0
"Huntingdon County, Pennsylvania",,,,0,0
"Jefferson County, Pennsylvania",,,,0,0
"Warren County, Pennsylvania",,,,0,0
"Anderson County, South Carolina",,,,0,0
"Colleton County, South Carolina",,,,0,0
"Dillon County, South Carolina",,,,0,0
"Kershaw County, South Carolina",,,,0,0
"Stephens County, Texas",,,,0,0
"Franklin County, Vermont",,,,0,0
"Hancock County, West Virginia",,,,0,0
"Fond du Lac County, Wisconsin",,,,0,0
"Marinette County, Wisconsin",,,,0,0
"Falls Church city, Virginia",,32.56,17.35,,
"Alpine County, California",,,4.14,,
"Portsmouth city, Virginia",,0.23,3.78,,
"Custer County, Idaho",,,3.45,,
"Charlottesville city, Virginia",,,3.33,,
"Nantucket County, Massachusetts",,,2.63,,
"Clay County, Georgia",,,2.23,,
"Ketchikan Gateway Borough, Alaska",,,1.42,,
"Fredericksburg city, Virginia",,1.21,1.3,,
"Routt County, Colorado",,,1.27,,
"Winchester city, Virginia",,0.94,1.14,,
"Colfax County, New Mexico",,,1.06,,
"Petersburg city, Virginia",,,1.04,,
"Allamakee County, Iowa",,,1.02,,
"La Paz County, Arizona",,,1.01,,
"Taos County, New Mexico",,0.18,1,,
"Juneau City and Borough, Alaska",,0.42,0.93,,
"Martinsville city, Virginia",,,0.81,,
"Albany County, Wyoming",,0.35,0.72,,
"Mendocino County, California",,,0.7,,
"Bent County, Colorado",,,0.67,,
"Fairbanks North Star Borough, Alaska",,0.15,0.65,,
"Kittitas County, Washington",,,0.52,,
"Huerfano County, Colorado",,,0.51,,
"Harrisonburg city, Virginia",,0.39,0.46,,
"Green County, Wisconsin",,,0.45,,
"Lynchburg city, Virginia",,0.29,0.42,,
"Kenai Peninsula Borough, Alaska",,0.1,0.4,,
"Essex County, New York",,,0.39,,
"Prowers County, Colorado",,,0.35,,
"Russell County, Kansas",,,0.34,,
"Klamath County, Oregon",,,0.31,,
"Otero County, Colorado",,,0.25,,
"Douglas County, Nevada",,0.54,0.24,,
"Warrick County, Indiana",,,0.23,,
"Missoula County, Montana",,0.19,0.21,,
"Miller County, Missouri",,,0.21,,
"Flathead County, Montana",,0.1,0.2,,
"Cowlitz County, Washington",,,0.19,,
"Bartholomew County, Indiana",,0.06,0.17,,
"Yuba County, California",,,0.17,,
"Carroll County, New Hampshire",,,0.17,,
"Maui County, Hawaii",,,0.16,,
"Amador County, California",,,0.14,,
"Latah County, Idaho",,,0.14,,
"Nez Perce County, Idaho",,,0.13,,
"LaSalle County, Illinois",,,0.13,,
"Seward County, Kansas",,,0.11,,
"Grant Parish, Louisiana",,,0.11,,
"Darke County, Ohio",,0.12,0.09,,
"Tuolumne County, California",,,0.09,,
"Barton County, Kansas",,,0.09,,
"Ellis County, Kansas",,,0.09,,
"Pointe Coupee Parish, Louisiana",,,0.09,,
"Ford County, Kansas",,,0.08,,
"Allen Parish, Louisiana",,,0.08,,
"Adams County, Nebraska",,,0.08,,
"Pontotoc County, Oklahoma",,0.11,0.07,,
"Ross County, Ohio",,,0.07,,
"Cascade County, Montana",,0.09,0.06,,
"Iberville Parish, Louisiana",,,0.06,,
"York County, South Carolina",,,0.06,,
"Warren County, Kentucky",,0.05,0.05,,
"Saline County, Kansas",,,0.05,,
"St. Landry Parish, Louisiana",,,0.05,,
"Vermilion Parish, Louisiana",,,0.04,,
"Vernon Parish, Louisiana",,,0.04,,
"Acadia Parish, Louisiana",,,0.03,,
"Brazoria County, Texas",,,0.03,,
"Lafourche Parish, Louisiana",,,0.02,,
"Terrebonne Parish, Louisiana",,,0.02,,
"Bay County, Florida",,0.08,0.01,,
"Cumberland County, Tennessee",,2.88,,,
"Clayton County, Iowa",,1.38,,,
"Putnam County, Illinois",,1.35,,,
"Juniata County, Pennsylvania",,0.75,,,
"La Plata County, Colorado",,0.36,,,
"Marshall County, West Virginia",,0.18,,,
"Chicot County, Arkansas",,0.16,,,
"Walla Walla County, Washington",,0.16,,,
"Flagler County, Florida",,0.14,,,
"Lee County, Alabama",,0.09,,,
"Shelby County, Illinois",,0.05,,,
"Miami County, Indiana",,0.04,,,
"Kodiak Island Borough, Alaska",,0,,,
"Matanuska-Susitna Borough, Alaska",,,,,
"Benton County, Arkansas",,,,,
"Mono County, California",,,,,
"Otsego County, Michigan",,,,,
"Winona County, Minnesota",,,,,
"Alamance County, North Carolina",,,,,
"Union County, Pennsylvania",,,,,
"Caldwell County, Texas",,,,,
"Williamsburg city, Virginia",,,,,
"Teton County, Wyoming",,,,,
