County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Owsley County, Kentucky",23.25,19.75,17.5,16.64,14.87
"Iroquois County, Illinois",23.24,24.15,22.54,21.44,18
"Van Buren County, Tennessee",23.22,30.05,34.15,35.49,50.97
"Parke County, Indiana",23.21,22.27,18.84,13.28,12.79
"Montgomery County, Illinois",23.2,24.66,24.52,25.08,21.85
"Iowa County, Iowa",23.18,26.27,22.47,29.73,35.71
"Highland County, Ohio",23.17,19.35,16.6,19.98,12.18
"Denton County, Texas",23.15,25.35,18.21,19.49,20.37
"Duplin County, North Carolina",23.12,19.28,25.29,24.46,29.41
"Benton County, Washington",23.12,12.03,10.61,9.93,9.6
"Chesterfield County, Virginia",23.12,16.6,17.69,24.86,8.67
"Coshocton County, Ohio",23.1,16.25,10.08,7.45,9.62
"Redwood County, Minnesota",23.09,21.22,17.01,19.12,21.02
"Roosevelt County, New Mexico",23.08,29.33,34.49,52.32,50.49
"Grant County, Minnesota",23.08,19.94,11.42,11.61,11.21
"Newton County, Georgia",23.02,22.74,24.04,29.84,26.42
"Carroll County, Iowa",22.98,16.03,14.11,13.19,12.4
"Union County, North Carolina",22.97,30.85,29.7,34.34,33.34
"Morrill County, Nebraska",22.96,25.55,22.7,21.7,24.63
"Suffolk city, Virginia",22.96,19.41,17.62,17.97,16.58
"Baldwin County, Georgia",22.95,19.72,19.48,20.95,20.72
"Logan County, Ohio",22.94,12.62,13.77,14.49,13.38
"Victoria County, Texas",22.93,26.44,19.79,19.71,15.86
"Isle of Wight County, Virginia",22.91,16.73,16.08,19.87,16.94
"Floyd County, Virginia",22.9,25.46,26.86,27.51,24.15
"Marion County, Texas",22.84,23.49,33.53,35.7,34.45
"Bedford County, Pennsylvania",22.84,21.41,15.11,15.36,18.24
"Smyth County, Virginia",22.8,23.49,20.26,26.72,24.03
"De Witt County, Illinois",22.76,24.14,28.77,26.77,27.92
"Charlton County, Georgia",22.74,22.59,38.62,44.72,37.07
"Warren County, North Carolina",22.73,20.84,24.45,29.19,27.01
"Bay County, Florida",22.71,26.05,26.82,29.58,29.77
"Grant County, Kansas",22.66,20.13,28.17,27.46,23.68
"Mingo County, West Virginia",22.65,20.35,19.41,22.26,11.62
"Adair County, Missouri",22.64,23.91,19.61,21.17,19.86
"Fayette County, Texas",22.62,19.7,19.06,16.87,15.62
"Tazewell County, Illinois",22.61,23.54,19.76,19.43,17.94
"Hillsborough County, Florida",22.61,18.24,15.76,18.05,17.8
"Bullitt County, Kentucky",22.6,25.89,36.15,36.31,30.75
"Orange County, Florida",22.59,18.94,17.36,20.45,18.93
"LaMoure County, North Dakota",22.58,28.15,29.59,29.04,24.41
"Boone County, Kentucky",22.57,28.92,25.26,30.88,28.91
"Moore County, Tennessee",22.57,22.78,42.25,48.55,23.57
"Cheatham County, Tennessee",22.57,26.7,18.36,27.88,18.49
"Harrison County, West Virginia",22.57,12.17,6.02,7.28,3.38
"Burnet County, Texas",22.56,27,30.26,35.29,40.53
"Labette County, Kansas",22.54,22.12,21.1,20.93,18.16
"Lanier County, Georgia",22.53,27.37,30.04,35.65,28.78
"Lyon County, Iowa",22.52,27.57,26.99,21.43,18.06
"Madison County, Virginia",22.5,17.01,13.63,16.15,16.1
"Nemaha County, Kansas",22.5,19.03,16.64,10.33,5.19
"Logan County, Oklahoma",22.48,20.73,20.35,19.66,8.44
"Pratt County, Kansas",22.47,15.78,18.89,20.45,15.48
"Johnson County, Indiana",22.46,29.48,23.31,17.8,13.09
"Oglethorpe County, Georgia",22.45,19.16,24.15,27.86,26.86
"Teton County, Montana",22.45,15.63,14.54,12.02,5.32
"Johnson County, Kentucky",22.43,21.31,35.24,45.85,12.5
"Buchanan County, Virginia",22.43,20.54,22.94,20.05,11.78
"Lee County, South Carolina",22.42,12.6,16.41,17.37,17.56
"Marion County, Kentucky",22.39,23.21,29.52,32.85,27.29
"Kimble County, Texas",22.38,38.18,37.22,43.96,39.63
"Sheboygan County, Wisconsin",22.37,21.8,24.67,25.15,26.05
"Newton County, Arkansas",22.37,25.65,22.51,25.96,21.17
"Staunton city, Virginia",22.37,29.91,24.6,,
"Waynesboro city, Virginia",22.36,28.33,34.47,,
"Curry County, New Mexico",22.35,28.97,31.36,44.92,40.69
"Outagamie County, Wisconsin",22.35,17.8,18.54,18.45,15.82
"McLean County, Illinois",22.35,20.24,14.42,14.25,11.84
"Webster County, Nebraska",22.33,30.72,23.22,20.14,20.65
"Sullivan County, Indiana",22.32,21.31,19.25,20.39,20.1
"Stark County, Ohio",22.3,16.23,13.53,10.82,9.12
"Jackson County, Tennessee",22.29,26.04,30.32,33.48,30.36
"Jasper County, Indiana",22.27,16.59,16.86,16.49,9.98
"Adams County, North Dakota",22.27,16.22,4.97,4.79,5.05
"Ozark County, Missouri",22.24,13.91,17.01,20.67,34.9
"Mason County, Illinois",22.23,21.37,29.11,27.48,31.27
"Daniels County, Montana",22.22,72.64,5.5,5.08,3.07
"Cherokee County, Kansas",22.21,27.19,29.73,31.59,28.18
"Clark County, Kansas",22.2,29.62,15.77,31.64,28.16
"King William County, Virginia",22.19,25.64,27.72,32.41,29.6
"Nassau County, Florida",22.18,30.43,35.07,35.57,27.88
"Perkins County, Nebraska",22.18,29.63,26.88,23.49,17.57
"Lee County, North Carolina",22.17,25.83,22.03,22.07,20.56
"Washington County, Wisconsin",22.15,19.34,14.12,14.33,14.02
"Grant County, South Dakota",22.13,32.5,22.51,22.12,25.04
"Presque Isle County, Michigan",22.13,25.81,19.3,20.49,19.21
"Wood County, West Virginia",22.11,15.8,11.58,11.58,10.26
"Fountain County, Indiana",22.09,21.15,22.87,15.85,16.43
"Seminole County, Florida",22.08,17.44,13.16,13.09,11.27
"Hamilton County, Kansas",22.08,9.63,24.08,26.76,9.63
"Gilmer County, Georgia",22.07,32.35,29.88,42.18,35.1
"Harris County, Georgia",22.06,23.91,24.72,26.58,24.19
"Hitchcock County, Nebraska",22.06,26.65,16.2,17.52,19.47
"Hamilton County, Florida",22.05,28.41,24,29.96,32.4
"Nottoway County, Virginia",22.05,23.04,14.11,15.03,15.79
"Phillips County, Colorado",22.03,31.54,30.92,39.41,44.43
"Powhatan County, Virginia",22,22.02,16.83,19.27,18.83
"Wyoming County, West Virginia",22,20.64,14.33,16.53,7.03
"Tuscola County, Michigan",21.98,24.95,22.72,21.11,19.17
"Montgomery County, Texas",21.97,26.16,27.68,29.05,23.95
"Otter Tail County, Minnesota",21.95,25.67,18.95,23.94,21.82
"Dallas County, Texas",21.94,26.03,20.9,27.1,24.92
"Wise County, Virginia",21.9,21.96,24.29,24.12,16.61
"Richland County, Illinois",21.89,24.02,27.92,18.1,18.54
"Darke County, Ohio",21.88,17.67,13.22,12.44,11.86
"Ottawa County, Michigan",21.87,26.99,25.09,22.16,25.21
"Bulloch County, Georgia",21.85,23.14,23.57,28.09,23.33
"Clarendon County, South Carolina",21.85,18.36,19.18,23.8,17.59
"Nuckolls County, Nebraska",21.81,17.96,20.45,17.32,14.91
"Marion County, West Virginia",21.81,13.56,12.25,12.94,8.02
"Washington County, Indiana",21.8,25.2,27.74,20.47,18.39
"Johnson County, Illinois",21.79,29.61,26.16,28.32,34.15
"Thurston County, Washington",21.78,11.35,9.43,8.37,9.22
"Ralls County, Missouri",21.76,23.9,27.99,26.75,21.32
"Wheeler County, Texas",21.74,30.46,54.26,67.99,63.02
"Horry County, South Carolina",21.74,22.92,23.96,28.83,30.91
"Hancock County, Iowa",21.73,23.41,19.72,19.11,13.81
"Lee County, Kentucky",21.7,21.73,30.2,33.97,38.1
"Rio Grande County, Colorado",21.7,19.67,14.65,16.16,12.91
"Richmond city, Virginia",21.7,23.5,19.25,,
"Pike County, Illinois",21.69,27.4,28.58,25.16,22.89
"Pulaski County, Indiana",21.69,20.39,19.42,18.86,14.54
"Gwinnett County, Georgia",21.67,24.29,22.05,21.04,19.19
"Crawford County, Missouri",21.66,25.17,30.78,39.04,38.94
"Marquette County, Wisconsin",21.64,22.4,17.45,21.6,23.34
"Clayton County, Georgia",21.63,29.39,19.16,28.7,26.22
"Adams County, Nebraska",21.62,20.36,24.74,18.12,16.83
"Coffey County, Kansas",21.59,20.37,27.07,26.19,20.86
"Georgetown County, South Carolina",21.58,22.17,21.99,24.91,21.22
"Greene County, Ohio",21.58,14.59,15.22,14.68,12.04
"Concho County, Texas",21.5,12.75,26.5,39.95,43.02
"Ida County, Iowa",21.5,28.62,25.75,29.41,25.93
"McMullen County, Texas",21.5,30.27,15.51,24.97,21.17
"Kinney County, Texas",21.48,18.34,16.6,14.52,12.33
"Wetzel County, West Virginia",21.42,21.8,22.3,19.22,20.51
"Adair County, Kentucky",21.37,24,31.79,35.07,37.66
"Rappahannock County, Virginia",21.37,17.9,26.56,27.15,25.82
"Carroll County, Ohio",21.35,7.52,5.43,5.84,6.65
"Clay County, Florida",21.34,25.1,22.22,25.16,23.72
"Kosciusko County, Indiana",21.33,20.46,20.96,12.88,11.4
"Custer County, Colorado",21.3,16.52,12.93,9.87,15.58
"Wood County, Ohio",21.3,16.52,6.23,7.25,3.97
"Vanderburgh County, Indiana",21.28,22.91,19.12,21.28,19.79
"McIntosh County, Georgia",21.26,16.45,24.36,21.7,21.38
"Caswell County, North Carolina",21.24,17.63,15.91,13.64,12.29
"Huron County, Michigan",21.23,23.4,23.91,22.75,22.41
"Missaukee County, Michigan",21.23,20.36,19.58,17.13,21.63
"Alamance County, North Carolina",21.23,21.96,17.96,20.41,20.05
"Scioto County, Ohio",21.2,14.23,13.03,11.3,8.91
"Long County, Georgia",21.18,20.19,29.13,31.26,38.28
"Grundy County, Tennessee",21.18,22.59,21.64,23.37,22.24
"Amelia County, Virginia",21.18,25.19,16.63,17.18,16.73
"Chaves County, New Mexico",21.12,25.94,21.98,27.41,27.46
"Putnam County, Georgia",21.11,21.41,16.66,15.53,17.07
"Van Buren County, Iowa",21.1,18.3,11.79,14.24,14.54
"Pawnee County, Kansas",21.08,14.51,12.71,14.65,11.7
"Scott County, Kentucky",21.07,28.09,26.35,37.69,37.7
"Lemhi County, Idaho",21.07,17.62,12.43,8.52,7.95
"Henrico County, Virginia",21.05,28.13,19.06,17.81,22.35
"Winnebago County, Illinois",21.04,18.7,11.75,9.3,10.45
"Montgomery County, Missouri",21.02,21.92,24.31,27.63,30.09
"Telfair County, Georgia",21.01,21.17,27.81,39.37,36.4
"Eddy County, New Mexico",21.01,30.89,32.82,36.99,31.41
"Kit Carson County, Colorado",21,24.27,24.98,24.01,26.49
"Jefferson County, Kentucky",21,24.35,21.46,24.1,22.29
"Henry County, Indiana",21,23.97,23.15,21.81,17.88
"Marinette County, Wisconsin",20.99,14.86,13.59,16.51,14.04
"Canadian County, Oklahoma",20.95,27.69,32.07,30.74,24.25
"St. Louis city, Missouri",20.93,10.54,9.95,11.75,12.25
"Clarke County, Iowa",20.92,17.78,15.04,14.58,15.26
"East Carroll Parish, Louisiana",20.89,35.18,36.22,41.23,35.19
"Marlboro County, South Carolina",20.88,18.11,18.48,18.45,16.74
"Stephenson County, Illinois",20.88,36.97,16.32,13.6,11.77
"Frederick County, Virginia",20.87,15.72,12.2,13.85,9.4
"Newport News city, Virginia",20.84,15.96,15.9,17.86,20.09
"Lewis County, Washington",20.84,15.85,15,15.15,12.83
"Wells County, North Dakota",20.82,28.33,21.46,26.98,21.91
"Morgan County, Kentucky",20.81,18.67,18.16,26.2,11.44
"Mackinac County, Michigan",20.8,10.85,6.12,4.87,4.8
"Dodge County, Wisconsin",20.79,21.13,25.11,25.3,25.56
"Taylor County, Wisconsin",20.78,20.45,21.77,22.51,23.62
"Franklin County, Ohio",20.77,12.44,8.89,8.75,6.18
"McCreary County, Kentucky",20.75,17.96,20.77,41.51,23.85
"Clark County, Indiana",20.75,17.06,15.66,16.19,16.35
"Lea County, New Mexico",20.74,33.45,45.63,54.36,44.94
"Pope County, Illinois",20.73,24.72,39.52,38.85,37.76
"Washington County, Texas",20.72,21.65,18.16,15.08,14.99
"Greenbrier County, West Virginia",20.72,13.37,10.52,10.22,9.46
"Boundary County, Idaho",20.7,19.52,17.62,13.43,12.1
"Montgomery County, Indiana",20.68,19.24,20.57,15.95,14.81
"Oconto County, Wisconsin",20.66,18.14,13.54,16.54,14.57
"Ziebach County, South Dakota",20.64,2.89,2.66,2.25,3.42
"Berrien County, Michigan",20.61,22.33,22.33,21.07,20.02
"Moody County, South Dakota",20.61,5.23,3.73,4.95,3.12
"Vermilion County, Illinois",20.58,21.17,20.42,18.46,17.64
"Carter County, Montana",20.57,16.29,0.51,1.6,3.39
"Durham County, North Carolina",20.53,21.38,17.6,20.98,21.78
"Newaygo County, Michigan",20.53,14.39,14.18,13.42,11.42
"DeKalb County, Indiana",20.52,19.69,17.32,15.82,20.31
"Union County, Florida",20.52,16.71,26.79,30.76,19.3
"Idaho County, Idaho",20.52,10.65,11.19,10.32,11.24
"Nodaway County, Missouri",20.51,19,16.8,16.81,17.19
"Pottawatomie County, Kansas",20.51,9.21,10.38,10.39,9.15
"Bandera County, Texas",20.49,21.89,15.49,18.81,22.01
"Custer County, Idaho",20.49,6.64,1.11,2.76,
"Emanuel County, Georgia",20.47,27.11,29.02,38.42,29.7
"Menard County, Illinois",20.46,23.88,27.41,30.54,26.59
"Garza County, Texas",20.41,28.43,47.99,46.53,45.03
"Kossuth County, Iowa",20.39,19.58,18.7,16.52,15.49
"Oldham County, Texas",20.36,46.98,34.83,33.98,44.59
"Hamilton County, Nebraska",20.34,19.63,18.44,16.49,19.17
"Becker County, Minnesota",20.33,20.71,18.95,19.42,17.92
"Hayes County, Nebraska",20.33,10.86,25.47,16.2,14.38
"Wheeler County, Georgia",20.31,16.49,37.45,41.99,36.16
"Fairfax city, Virginia",20.31,35.51,25.76,,
"Crockett County, Texas",20.3,22.86,44.06,40.51,34.24
"Winona County, Minnesota",20.3,18.91,19.87,21.61,20.97
"Camden County, Georgia",20.28,22.28,20.04,20.64,30.07
"Cass County, Missouri",20.26,23.32,23.89,29.33,26.81
"Denali Borough, Alaska",20.26,16.98,8.56,,
"Brown County, South Dakota",20.25,20.26,19.56,17.75,15.41
"Calumet County, Wisconsin",20.24,10.63,11.18,12.78,13.31
"James City County, Virginia",20.21,7.94,10.74,10.18,10.8
"Indiana County, Pennsylvania",20.21,12.13,6.67,7.78,6.38
"Ohio County, Indiana",20.19,17.43,15.51,16.71,11.18
"Anderson County, Kansas",20.18,18.69,16.44,19.75,12.89
"Franklin County, Missouri",20.16,22.39,23.88,26.09,24.81
"Johnson County, Missouri",20.15,26.81,28.33,31.15,24.51
"Allen County, Kansas",20.15,23.22,24.75,19.32,14.55
"Cascade County, Montana",20.15,13.64,9.55,7.78,6.68
"Moore County, North Carolina",20.15,24.35,15.91,16.74,2.44
"Washakie County, Wyoming",20.14,15.59,18.18,16.07,17.51
"Hendricks County, Indiana",20.14,21.81,20.25,10.94,12.15
"Bristol Bay Borough, Alaska",20.14,0.6,3.02,6.03,7.04
"Jackson County, Minnesota",20.13,22.77,27.92,28.8,28.5
"Trumbull County, Ohio",20.12,11.96,7.78,6.93,6.31
"Knox County, Indiana",20.11,17.52,15.85,13.7,15.97
"Scotts Bluff County, Nebraska",20.08,20.19,18.48,19.74,17.43
"Forest County, Wisconsin",20.08,12.17,14.05,14.23,12.14
"Clearwater County, Idaho",20.07,16.11,18.94,19.06,9.97
"Clay County, Kansas",20.04,21.29,19.37,15.18,12.65
"Madison County, Illinois",20,22.16,19.82,21.05,21.36
"Craven County, North Carolina",20,22.87,19.58,13.53,13.07
"Crawford County, Kansas",19.99,18.51,12.31,12.4,11.73
"Paulding County, Ohio",19.98,14.02,12.84,12.76,11.46
"Franklin County, North Carolina",19.96,31.26,27.44,34.37,38.44
"Graham County, Kansas",19.96,20.14,18.97,16.74,16.5
"Decatur County, Iowa",19.92,23.83,23.93,13.34,13.46
"Lowndes County, Alabama",19.92,21.59,13.29,12.83,12.43
"Davie County, North Carolina",19.91,25.07,23.76,24.08,23.8
"Goochland County, Virginia",19.91,23.09,21.73,22.28,21.83
"Kemper County, Mississippi",19.89,16.92,26.63,26.3,24.87
"Greene County, Illinois",19.87,17.43,24.24,26.12,22.47
"Wayne County, Nebraska",19.85,21.64,23.61,24.28,26.16
"Seward County, Kansas",19.85,15.98,17.68,18.61,18.98
"Tucker County, West Virginia",19.85,14.33,10.04,9.1,7.17
"Putnam County, West Virginia",19.83,13.19,6.93,8.51,5.56
"Jasper County, Illinois",19.82,17.63,20.09,17.69,17.06
"Bullock County, Alabama",19.81,19.72,16.15,20.48,22.81
"Macoupin County, Illinois",19.8,23.07,22.01,22.39,20.58
"Sunflower County, Mississippi",19.79,21.7,20.84,29.73,28.7
"Gallia County, Ohio",19.77,13.56,15.08,9.5,8.29
"Sedgwick County, Kansas",19.75,21.07,19.17,21.18,17.72
"Hancock County, Indiana",19.71,23.3,16.9,14.05,16.85
"Caroline County, Virginia",19.69,21.9,23.54,23.93,22.63
"Edgar County, Illinois",19.65,17.97,26.62,21.61,18.47
"Whitley County, Indiana",19.63,19.5,20.07,18.67,13.51
"Warrick County, Indiana",19.63,26.15,11.62,12.64,7.86
"Stone County, Missouri",19.62,19.05,25.68,27.06,21.79
"Anchorage Municipality, Alaska",19.61,15.37,14.61,16.51,10.75
"Lincoln County, Washington",19.61,10.67,6.9,8.9,4.36
"Wabash County, Indiana",19.6,22.23,23.56,17.01,19.94
"Ford County, Illinois",19.6,15.9,15.39,10.16,12.04
"Perquimans County, North Carolina",19.59,22.11,19.65,24.71,23.89
"Prowers County, Colorado",19.58,14.62,16.68,24.28,20.8
"Walla Walla County, Washington",19.58,18.99,17.69,18.51,19.97
"Ford County, Kansas",19.58,19.39,15.91,18.71,17.38
"Lac qui Parle County, Minnesota",19.57,21.24,13.44,12.15,11.77
"Whiteside County, Illinois",19.55,18.59,16.1,14.53,15.28
"Garrett County, Maryland",19.54,19.99,17.72,20.58,19.27
"Waseca County, Minnesota",19.52,21.93,21.77,21.68,21.73
"Osage County, Kansas",19.5,15.79,7.61,6.01,8.28
"Alexander County, Illinois",19.48,24.23,25.64,29.08,22.94
"Clare County, Michigan",19.45,18.29,10.11,12.96,9.97
"Marion County, Georgia",19.41,19.49,21.57,25.47,23.3
"Cheyenne County, Colorado",19.39,27.67,17.57,16.1,15.84
"Lawrence County, South Dakota",19.38,20.33,11.85,9.62,7.92
"Wake County, North Carolina",19.37,18.3,17.5,21.49,21.89
"Stevens County, Minnesota",19.37,18.74,18.18,17.13,12
"Monroe County, Wisconsin",19.34,19.96,19.6,20.37,17.86
"Onslow County, North Carolina",19.33,17.34,14.56,13.36,13.7
"Brown County, Ohio",19.32,20.61,15.88,20.69,17.79
"Austin County, Texas",19.32,17.47,15.75,14.43,13.64
"Taliaferro County, Georgia",19.31,21.2,30.43,37.7,38.39
"Gage County, Nebraska",19.3,21.53,18.79,20.91,22.75
"Greene County, Indiana",19.29,22.8,19.19,13.23,13.9
"Price County, Wisconsin",19.28,15.71,18.7,16.67,16.74
"Osborne County, Kansas",19.26,22.91,19.25,22.31,19.94
"Platte County, Nebraska",19.23,26.42,16.74,16.41,14.94
"Muskingum County, Ohio",19.22,12.36,9.28,8.47,7.36
"Yellow Medicine County, Minnesota",19.19,17.3,19.09,21.4,20.55
"Liberty County, Georgia",19.19,18.33,14.93,12.45,10.96
"Clinton County, Missouri",19.17,24.05,26.01,26.44,24.12
"Mesa County, Colorado",19.17,17.16,11.72,15.72,11.81
"Tipton County, Indiana",19.15,17.93,21.58,16.33,10.73
"Greeley County, Nebraska",19.15,9.34,10.28,8.88,10.05
"Mahaska County, Iowa",19.13,18.75,18.41,22.23,22.43
"Geary County, Kansas",19.13,17.53,13.89,12.18,11.98
"Nez Perce County, Idaho",19.13,14.75,13.61,13.43,11.6
"Wexford County, Michigan",19.12,20.65,15.85,12.18,12.43
"Blue Earth County, Minnesota",19.11,16.64,12.75,16.17,18.29
"Fleming County, Kentucky",19.04,23.09,27.65,18.1,21.36
"Boone County, Indiana",19.02,24.57,13.77,10.49,8.37
"Towner County, North Dakota",19.01,12.15,16.9,17.65,19.57
"Middlesex County, Virginia",18.98,17.62,23.39,24.48,24.64
"Platte County, Wyoming",18.93,14.53,14.66,19.45,6.69
"Logan County, West Virginia",18.91,15.82,17.44,17.02,7.29
"Wayne County, Indiana",18.9,21.4,16.97,11.85,10.62
"Clay County, Indiana",18.89,26.91,13.53,20.13,20.47
"Sangamon County, Illinois",18.89,21.43,21.51,18.52,18.15
"Boone County, Missouri",18.88,19.96,19.42,18.61,15.32
"Rowan County, Kentucky",18.85,12.87,12.92,13.14,14.68
"Todd County, Minnesota",18.84,23.43,18.52,20.74,22.31
"Gloucester County, Virginia",18.84,23.68,21.18,24.64,21.34
"Langlade County, Wisconsin",18.83,19.9,18.24,18.72,19.89
"Linn County, Oregon",18.76,14.04,17.41,15.87,19.92
"Johnston County, North Carolina",18.72,24.49,23.98,27.35,30.67
"Wallace County, Kansas",18.72,18.45,15.84,11.42,4.69
"Wahkiakum County, Washington",18.7,14,6.46,6.61,5.32
"Brookings County, South Dakota",18.69,12.57,18.48,12.29,12.1
"Doniphan County, Kansas",18.68,20.05,13.35,9.07,10.76
"Collin County, Texas",18.65,23.58,22.22,22.85,25.44
"Menifee County, Kentucky",18.65,11.23,12.29,11.17,14.74
"Natrona County, Wyoming",18.65,12.5,13.39,14.09,10.94
"Linn County, Kansas",18.65,15.12,14.98,13.38,9.83
"Jewell County, Kansas",18.62,19.89,11.21,6.8,14.29
"Forsyth County, Georgia",18.61,25.45,27.76,47.49,66.59
"Harrison County, Mississippi",18.6,21.48,24.42,26.86,22.12
"Chatham County, Georgia",18.59,24.82,21.56,24.76,22.48
"Davidson County, North Carolina",18.54,20.26,19.79,22.18,19.63
"Elk County, Kansas",18.53,11.35,11.74,9.98,10.72
"St. Clair County, Illinois",18.51,17.47,12.9,13.59,12.96
"Snyder County, Pennsylvania",18.51,10.01,8.09,7.19,5.11
"Neosho County, Kansas",18.49,18.99,15.39,15.33,12.46
"Jim Wells County, Texas",18.46,18.76,15.57,15.22,15.57
"Atkinson County, Georgia",18.45,21.61,33.13,29.34,26.48
"El Paso County, Colorado",18.45,15.33,14.91,12.77,11.93
"Barrow County, Georgia",18.44,22.8,21.13,23.62,32.31
"Wood County, Wisconsin",18.44,21.84,22.49,21.66,20.19
"Rush County, Indiana",18.4,22.64,20.02,22.87,23.85
"Pawnee County, Nebraska",18.4,16.52,17.3,18.54,13.28
"Crawford County, Pennsylvania",18.4,12.6,7.64,8.3,8.54
"Chatham County, North Carolina",18.39,24.46,23.65,27.48,29.83
"New Hanover County, North Carolina",18.35,22.34,21.69,25.93,24.46
"Southeast Fairbanks Census Area, Alaska",18.35,14.43,11.74,24.49,7.98
"Sheridan County, Kansas",18.35,17.72,6.15,5.69,7.42
"St. John the Baptist Parish, Louisiana",18.35,6.9,4.83,4.82,3.64
"Marion County, Florida",18.3,17.86,14.89,19.62,17.62
"Kalawao County, Hawaii",18.29,,,,63.89
"Douglas County, Oregon",18.29,18.36,14.67,15.16,15.66
"Meigs County, Ohio",18.29,16.94,13.75,13.33,13.02
"Rockbridge County, Virginia",18.27,15.18,15.84,19.15,20.21
"Ogemaw County, Michigan",18.26,12.64,9.75,11.17,8.37
"Spink County, South Dakota",18.25,6.36,18.42,19.08,13.42
"Lewis County, Kentucky",18.22,21.76,28.19,23.62,20.63
"Dare County, North Carolina",18.19,11.86,11.32,10.51,12.74
"Worcester County, Maryland",18.17,11.56,9.38,10.25,10.11
"Cass County, Illinois",18.16,24.31,26.7,25.45,23.87
"Decatur County, Kansas",18.16,32.15,18.12,12.41,15.88
"Fergus County, Montana",18.15,14.74,16.16,12.11,9.57
"Kidder County, North Dakota",18.13,21.36,18.74,19.3,17.69
"Matanuska-Susitna Borough, Alaska",18.13,17.13,13.26,10.91,7.09
"Eaton County, Michigan",18.11,21.78,14.51,12.97,5.86
"Volusia County, Florida",18.05,15.86,11.91,12.59,15.09
"Northampton County, North Carolina",18.04,14.39,20.27,23.82,22.85
"Steuben County, Indiana",18.04,14.85,13.01,15.41,12.63
"Scott County, Indiana",18.02,24.83,24.95,24.65,18.38
"Codington County, South Dakota",18.01,17.59,20.52,17.97,18.25
"Huntingdon County, Pennsylvania",18,13.74,10.57,11.65,11.7
"Bon Homme County, South Dakota",17.99,14.53,17.51,18.73,17.92
"Waukesha County, Wisconsin",17.97,18.27,15.39,14.05,10.77
"Woodford County, Illinois",17.95,18.91,20.34,18.85,11.9
"Sarasota County, Florida",17.95,12.2,11.27,9.96,9.92
"Custer County, South Dakota",17.95,8.95,7.45,10.94,8.77
"Kanawha County, West Virginia",17.91,16.16,10.5,10.73,10.18
"Lee County, Alabama",17.89,21.46,23.09,25.51,24.2
"Louisa County, Virginia",17.88,17.41,20.49,23.16,24.73
"Clay County, Missouri",17.86,25.56,25.66,22.91,20.91
"Virginia Beach city, Virginia",17.85,15.27,13.88,12.37,8.98
"McCone County, Montana",17.81,7.21,10.12,9.97,13.06
"Fairfield County, Ohio",17.81,14.28,8.78,7.56,6.73
"Kandiyohi County, Minnesota",17.79,20.72,17.56,16.34,17.47
"Northumberland County, Virginia",17.78,19.13,20.97,22.62,25.46
"Summit County, Ohio",17.78,13.64,10.93,13.53,7.58
"Brown County, Indiana",17.78,10.54,12.01,7.15,6.86
"Marshall County, Indiana",17.76,19.73,18.66,14.82,16.52
"Jones County, North Carolina",17.74,18.08,24.69,18.38,21.33
"Bledsoe County, Tennessee",17.71,18.83,28.75,29.94,26.07
"Vigo County, Indiana",17.71,16.13,13.36,11.09,8.58
"Clay County, Georgia",17.7,25.98,32.38,66.74,28.93
"Benton County, Iowa",17.67,19.44,19.56,22.11,22.53
"Lincoln County, Montana",17.66,19.05,16.28,16.32,13.38
"Nelson County, Kentucky",17.65,23.99,21.33,28.49,28.11
"Bexar County, Texas",17.64,16.84,15.96,15.82,12.62
"Armstrong County, Pennsylvania",17.64,10.02,6.86,5.91,8.94
"Lafayette County, Mississippi",17.62,19.42,29.07,32.6,29.96
"Gallatin County, Illinois",17.59,26,17.47,16.82,15.59
"Rosebud County, Montana",17.59,18.62,20.67,19.44,11.56
"Terrebonne Parish, Louisiana",17.58,11,12.46,12.21,8.62
"Clinton County, Indiana",17.57,16.14,17.68,15.87,11.92
"Vilas County, Wisconsin",17.53,12.17,11.95,11.38,11.97
"Iowa County, Wisconsin",17.53,2.93,2.28,2.33,1.89
"Jefferson Parish, Louisiana",17.51,13.24,10.94,8.73,6.77
"Morgan County, Ohio",17.5,13.28,13.27,23.69,16.18
"DeSoto County, Florida",17.49,19.47,21.64,26.07,26.09
"Polk County, Texas",17.44,21.11,37.99,42.27,38.23
"Walton County, Florida",17.43,23.86,23.33,30.17,35.86
"Gunnison County, Colorado",17.43,7.32,7.27,8.06,7.19
"Allegan County, Michigan",17.42,8.51,16.31,17.16,11.62
"Fall River County, South Dakota",17.4,14.17,16.25,15.52,13.92
"Evangeline Parish, Louisiana",17.38,16.93,15.85,14.62,10.47
"Dorchester County, South Carolina",17.37,18.36,22.14,20.56,18.97
"Davison County, South Dakota",17.37,15.18,16.67,15.97,11.21
"Warren County, Missouri",17.37,15.44,15.84,14.41,10.57
"Madison County, Indiana",17.35,19.52,17.92,14.97,15.65
"Skagit County, Washington",17.35,13.05,12.12,12.37,12.17
"Lane County, Kansas",17.34,12.91,6.36,12.04,3.8
"Stafford County, Virginia",17.33,13.86,14.26,16.64,13.89
"Hamilton County, Iowa",17.32,18.75,11.22,12.63,12.32
"Callaway County, Missouri",17.31,20.39,18.59,23.43,20.31
"Howard County, Missouri",17.29,21.92,23.27,30.84,21.83
"Benewah County, Idaho",17.28,15.8,14.16,12.73,10.37
