County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Richmond County, North Carolina",42.19,33.93,29,30.21,22.59
"Randolph County, Georgia",42.18,32.15,36.35,38.99,31.99
"Polk County, Georgia",42.15,44.09,47.8,53.15,50.66
"Marshall County, Oklahoma",42.09,41.05,46.59,54.5,45.46
"Johnston County, Oklahoma",42.06,55.61,59.73,63.16,52.71
"Edwards County, Illinois",42.02,42.98,48.87,45.38,34.63
"Pike County, Arkansas",41.97,49.07,51.82,41.04,43.88
"Choctaw County, Alabama",41.97,43.87,43.05,39.91,36.49
"Sebastian County, Arkansas",41.88,46.13,47.06,52.3,47.48
"Thomas County, Georgia",41.86,41.74,39.87,40.61,34.21
"Webster County, Kentucky",41.85,41.06,44.28,50.84,40.9
"Ouachita Parish, Louisiana",41.84,41.92,41.36,41.5,39.22
"Worth County, Georgia",41.8,40.2,35.6,41.27,37.8
"Talladega County, Alabama",41.77,40.71,40.76,45.15,42.71
"Richland Parish, Louisiana",41.76,46.48,56.12,60.3,52.08
"Sullivan County, Missouri",41.74,33.84,32.94,44.4,40.52
"Mobile County, Alabama",41.74,36.33,32.75,34.8,31.12
"Comanche County, Oklahoma",41.68,35.64,41.61,46.11,34.76
"Madison County, North Carolina",41.62,56.66,47.64,64.31,69.04
"Laurens County, South Carolina",41.56,44.38,36.91,40.2,39.1
"Spalding County, Georgia",41.55,54.92,42.58,35.93,40.03
"Jefferson County, Arkansas",41.52,34.85,36.98,30.85,32.03
"Loudon County, Tennessee",41.43,51.69,52.7,62.1,58.62
"Hart County, Kentucky",41.4,42.36,44.59,59.93,55.11
"Cross County, Arkansas",41.4,50.3,68.04,49.09,40.2
"Lawrence County, Missouri",41.36,44.27,39.18,42.35,39.73
"Jackson County, Alabama",41.36,45.31,41.36,46.59,38.52
"Warren County, Mississippi",41.36,37.58,36.64,37.12,28.53
"Rankin County, Mississippi",41.35,50.52,40.27,44.2,38.66
"Panola County, Texas",41.35,33.63,44.12,38.05,37.85
"Towns County, Georgia",41.34,43.4,40.7,57.45,62.52
"Crawford County, Arkansas",41.32,41.21,43.47,44.03,37.04
"Larue County, Kentucky",41.18,47.49,65.16,63.6,61.87
"Lincoln County, Oklahoma",41.17,39.93,43.33,41.77,39.23
"Campbell County, Virginia",41.16,26.15,80.96,34.06,20.76
"Whitfield County, Georgia",41.14,38.44,37.3,35.68,35.39
"Giles County, Tennessee",41.13,48.5,40.48,40.73,35.85
"Harrison County, Missouri",41.12,39.21,40.78,37.24,33.53
"Dillon County, South Carolina",41.11,36.8,36.13,38.99,35.21
"Clinton County, Kentucky",41.05,34.95,34.31,38.56,28.53
"Anson County, North Carolina",41.02,30.58,35.82,37.8,29.9
"Hemphill County, Texas",41.01,53.72,52.04,54.11,31.75
"Daviess County, Indiana",41,35.98,27.69,30.44,24.38
"Jackson County, Indiana",40.98,40.22,37.93,36.94,36.2
"Russell County, Virginia",40.98,24.92,23.25,20.11,13.56
"Real County, Texas",40.9,39.89,40.11,66.54,50.1
"Aiken County, South Carolina",40.89,41.31,36.07,39.31,38.24
"Haywood County, North Carolina",40.85,52.42,54.64,56.93,53.1
"Hinds County, Mississippi",40.85,37.19,36.91,39.15,34.11
"Carter County, Tennessee",40.84,43.09,52.19,53.9,47.33
"Randall County, Texas",40.83,48.98,41.02,32,23.94
"Kiowa County, Kansas",40.81,39.05,11.84,13.69,9.84
"Walthall County, Mississippi",40.8,38.39,40.52,47.4,39.82
"Haralson County, Georgia",40.79,42.29,44.3,50.95,49.68
"Autauga County, Alabama",40.79,50.4,43.16,39.54,32.16
"Delta County, Texas",40.76,55.21,45.67,61.85,57.35
"Columbus County, North Carolina",40.74,43.51,44.05,43.58,41.52
"Troup County, Georgia",40.74,37.85,34.89,37.63,35.82
"Carson County, Texas",40.73,53.2,54.42,60.75,53.18
"Meigs County, Tennessee",40.7,46.93,38.7,48.11,45.55
"Island County, Washington",40.68,9.61,6.99,8.58,6.27
"Tishomingo County, Mississippi",40.63,42.19,47.61,49.9,42.47
"Heard County, Georgia",40.59,44.97,29.67,29.94,33.19
"Palo Pinto County, Texas",40.56,45.55,42.91,46.91,45.29
"Washington County, Kentucky",40.55,52.12,52.59,56.8,57.99
"Somervell County, Texas",40.53,29.01,36.91,45.82,42.3
"Emporia city, Virginia",40.51,30.22,41.47,,
"Clay County, Tennessee",40.5,41.29,35.16,31.57,33.59
"Hughes County, Oklahoma",40.47,47.06,49.82,60.76,60.43
"Holt County, Missouri",40.45,41.8,33.77,32.18,27.87
"Casey County, Kentucky",40.44,34.28,42.64,32.07,38.2
"Jefferson County, Florida",40.39,28.92,22.55,26.59,22.38
"McCurtain County, Oklahoma",40.38,43.29,38.79,34.55,33.32
"Comanche County, Kansas",40.38,30.72,32.18,30.87,31.21
"Bacon County, Georgia",40.34,49,41.09,45.06,37.62
"Lamb County, Texas",40.31,55.24,55.95,60.94,48.34
"Johnson County, Arkansas",40.3,38.23,37.38,30.33,32.45
"Greene County, Arkansas",40.28,47.43,53.16,55.44,53.76
"Surry County, North Carolina",40.17,40.77,36.85,39.24,39.38
"Webster County, Missouri",40.16,45.6,40.56,46.72,44.19
"Mercer County, West Virginia",40.11,27.34,28.58,25.21,23.09
"Oconee County, South Carolina",40.09,47.12,49.11,49.99,47.76
"Clay County, Kentucky",40.09,41.05,31.12,55.49,33.82
"Washington County, Virginia",40.09,30.21,24.04,31.73,27.14
"Garfield County, Oklahoma",40.07,33.48,32.88,35.52,34.4
"Kootenai County, Idaho",40.06,43.89,10.93,12.36,7.91
"Tift County, Georgia",39.98,43.87,42.8,46.26,38.89
"Smith County, Mississippi",39.9,32.55,63.66,67.89,62.86
"Stanly County, North Carolina",39.87,43.22,42.21,46.15,42.76
"Hall County, Georgia",39.85,45.62,33.81,41.26,41.55
"De Soto Parish, Louisiana",39.83,39.38,41.33,39.11,33.92
"Tulsa County, Oklahoma",39.79,35.56,31.07,36.25,29.33
"George County, Mississippi",39.78,38.23,63.01,65.11,51.42
"Grant Parish, Louisiana",39.74,39.91,48.56,54.69,51
"Hamilton County, Tennessee",39.73,40.91,41.31,51.24,32.86
"Lafayette County, Florida",39.65,33.29,46.57,49.75,58.19
"Cumberland County, Virginia",39.62,22.23,15.73,16.28,13.6
"Crisp County, Georgia",39.61,34.26,34.85,38.5,33.63
"St. Francis County, Arkansas",39.56,33.96,38.24,35.27,33.83
"Pierce County, Nebraska",39.51,39.73,38.03,37.68,37.21
"Russell County, Alabama",39.51,44.67,38.05,40.26,35.06
"Newton County, Missouri",39.47,38.94,36.71,44.84,39.09
"Smith County, Texas",39.46,45.59,44.42,44.59,40.21
"Van Buren County, Arkansas",39.45,32.67,43.33,43.23,39.75
"Boyd County, Kentucky",39.43,42.95,44.49,42.96,35.57
"Garfield County, Nebraska",39.38,33.53,35.96,29.99,24.55
"Cleveland County, Arkansas",39.31,39.04,52.35,34.83,49.53
"Gray County, Kansas",39.29,34.05,32.94,37.14,27.01
"Fannin County, Texas",39.28,49.97,54.64,59.64,52.73
"Creek County, Oklahoma",39.28,39.7,39.87,48.03,44.65
"Sevier County, Arkansas",39.26,41.4,51.28,46.84,44.12
"Carroll County, Mississippi",39.25,34,40,52.39,44.55
"Woodford County, Kentucky",39.21,39.72,31.49,36.85,38.02
"Surry County, Virginia",39.19,20.94,11.96,16.24,15.6
"Bossier Parish, Louisiana",39.17,42.04,35.4,38.38,31.54
"Chicot County, Arkansas",39.15,35.93,36.08,31.84,28.94
"Claiborne Parish, Louisiana",39.05,24.96,32.62,33.52,36.95
"Seminole County, Georgia",39.03,50.01,34.6,29.01,25.05
"Cumberland County, Tennessee",38.94,32.22,30.68,30.86,27.2
"Franklin County, Illinois",38.85,41.77,46.97,50.41,45.52
"Red River County, Texas",38.84,40.19,47.46,34.9,47.69
"Fayette County, Georgia",38.8,38.94,38.39,38.37,30.45
"Angelina County, Texas",38.79,41.13,48.68,49.07,44.37
"Pope County, Arkansas",38.75,34.84,38.06,35.3,32.54
"Limestone County, Texas",38.7,37.76,39.85,39.99,38.83
"Parmer County, Texas",38.67,49.04,44.48,41.39,57.18
"Adams County, Illinois",38.66,39.67,15.87,14.12,12.75
"Dallas County, Arkansas",38.65,34.8,74.55,42.89,42.71
"Coosa County, Alabama",38.63,36.22,18.29,32.87,36.14
"Fulton County, Arkansas",38.62,40.78,42.86,40.67,45.21
"Tipton County, Tennessee",38.62,29.13,31.5,36.91,36.33
"Williams County, Ohio",38.59,15.35,11.52,15.01,15.08
"Crosby County, Texas",38.55,46.31,50.68,54.82,51.01
"Baxter County, Arkansas",38.55,36.18,33.02,34.02,30.06
"Nash County, North Carolina",38.51,30.54,31.62,28.85,30.86
"Wilkinson County, Mississippi",38.51,32.66,21.63,23.55,19.74
"Gates County, North Carolina",38.46,41.47,28.24,31.77,34.52
"Washington County, Tennessee",38.46,41.74,37.13,39.18,32.95
"Hardee County, Florida",38.37,39.56,46.69,53.68,45.59
"Livingston County, Missouri",38.37,46.1,46.04,45.33,40.45
"Thayer County, Nebraska",38.32,42.54,31.4,28.86,22.41
"Lincoln County, Georgia",38.31,28.48,33.29,34.09,39.83
"Jenkins County, Georgia",38.3,46.02,44.27,50.28,42.14
"Salem city, Virginia",38.3,37.73,32.85,,
"Dawson County, Texas",38.25,49.22,52.59,66.4,61.15
"Montgomery County, Arkansas",38.22,37.23,46.31,41.46,38.05
"Terry County, Texas",38.2,39.99,47.28,52.84,48.69
"Dickson County, Tennessee",38.18,33.86,33.71,31.33,29.12
"Union County, Illinois",38.14,51.02,52.07,55.91,53.99
"Crittenden County, Arkansas",38.1,32.71,33.73,33.02,28.97
"Lincoln Parish, Louisiana",38.08,31.43,38.2,32.9,31.24
"Granville County, North Carolina",38.07,33.73,29.07,35.37,35.51
"Monroe County, Mississippi",38.06,40.56,48.78,43.66,34.21
"Ross County, Ohio",38,12.38,9.39,7.76,5.66
"Roberts County, Texas",37.97,42.09,51.97,105.95,44.57
"Ward County, Texas",37.96,31.56,41.19,58.62,44.48
"Marion County, Illinois",37.94,35.7,41.5,39.24,32.91
"Murray County, Oklahoma",37.91,45.23,57.38,54.52,52.95
"Cumberland County, North Carolina",37.84,28.56,20.4,18.34,15.7
"Barry County, Missouri",37.7,39.06,45.77,53.28,50.43
"Botetourt County, Virginia",37.69,36.15,41.03,32.93,30.96
"Washington County, Kansas",37.67,41.18,34.44,34.75,31.51
"Rains County, Texas",37.63,32.19,21.55,54.18,49
"Lewis County, Missouri",37.63,41.26,41.8,42.91,42.76
"Dooly County, Georgia",37.62,28.16,38.71,44.36,40.69
"Laurel County, Kentucky",37.62,39.02,36.67,44.17,35.9
"Freestone County, Texas",37.61,29.58,40.3,43.95,39.51
"Macon County, North Carolina",37.57,48.95,49.17,54.79,56.34
"Lafayette County, Missouri",37.56,39.22,37.62,37.25,36.95
"Sterling County, Texas",37.54,37.97,47.02,44.99,42.54
"Randolph County, Alabama",37.53,39.51,35.3,37.84,37.04
"Union County, Georgia",37.52,50.54,43.33,46.77,56.76
"Orange County, Texas",37.42,42.26,42.48,47.75,39.06
"Adams County, Mississippi",37.41,37.27,34.08,34.69,27.13
"Candler County, Georgia",37.32,32.72,35.75,42.12,29.87
"Beaver County, Oklahoma",37.31,36.69,42.27,45.76,40.26
"Seward County, Nebraska",37.28,40.69,40.97,44.61,41.55
"Mitchell County, Georgia",37.16,37.92,36.6,44.74,38.3
"Washington County, North Carolina",37.16,35.53,38.02,30.76,28.51
"Madison County, Mississippi",37.16,30.05,19.83,22.08,18.9
"Barbour County, Alabama",37.15,32.02,30.77,36.38,36.24
"Charles City County, Virginia",37.15,31.86,32.67,34.59,28.54
"Grant County, Nebraska",37.15,15.8,16.2,20.55,14.71
"Camas County, Idaho",37.14,9.4,,,
"Benton County, Tennessee",37.09,40.54,41.74,32.74,27.18
"Berrien County, Georgia",37.09,28.21,32.05,27.06,25.02
"Lauderdale County, Tennessee",37.08,35.2,33.19,40.13,35.87
"Jackson County, Florida",37.05,32.48,33.21,40.99,36
"Trinity County, Texas",37.04,50.31,39.54,44.59,42.43
"Hamilton County, Texas",37.02,47.22,49.78,52.1,49.89
"Carter County, Missouri",37.02,30.41,32.91,32.38,28.28
"Knox County, Tennessee",37.01,42.55,42.28,45.87,41.53
"Ware County, Georgia",37.01,43.91,39.94,38.93,31.8
"Hill County, Texas",37,40.47,36.37,41.07,45.19
"Lamar County, Texas",37,42.47,48.63,49.67,41.84
"Taney County, Missouri",37,26.96,20.43,20.09,17.04
"Foard County, Texas",36.99,87.72,62.02,73.69,63.95
"Pike County, Georgia",36.98,34.47,42.06,51.41,42.91
"Blount County, Tennessee",36.89,43.18,46.66,53.21,48.1
"Petersburg city, Virginia",36.89,31.25,6.86,,
"Walworth County, South Dakota",36.88,34.99,14.53,14.72,13.31
"Shelby County, Texas",36.79,40.14,52.86,42.29,49.39
"Fayette County, Tennessee",36.78,21.07,25.8,28.81,24.2
"Duval County, Florida",36.75,30.83,25.43,26.46,23.03
"Cherokee County, Texas",36.74,33.2,46.74,43.23,46.98
"Marshall County, Tennessee",36.72,46.45,35.54,42.08,39.46
"Benton County, Missouri",36.66,33.75,32.14,37.72,40.6
"San Augustine County, Texas",36.65,38.7,46.99,38.52,32.17
"Lowndes County, Georgia",36.62,35.78,28.1,30,31.68
"Suwannee County, Florida",36.59,38.88,41.4,53.78,49.14
"Reagan County, Texas",36.54,43.66,56.13,46.92,33.18
"Cumberland County, Kentucky",36.46,21.57,24.79,28.07,22.39
"Abbeville County, South Carolina",36.37,41.24,39.6,44.82,44.69
"Hansford County, Texas",36.37,38.71,44.33,46.08,40.31
"Pulaski County, Georgia",36.32,32.96,53.61,57.97,52.61
"Christian County, Kentucky",36.32,37.38,33.74,31.6,28.28
"Gaston County, North Carolina",36.3,41.29,40.03,41.64,38.57
"Copiah County, Mississippi",36.29,42.89,43.09,47.17,44
"White County, Tennessee",36.24,39.02,47.95,42.57,35.41
"Norton city, Virginia",36.21,38.61,26.64,,
"Habersham County, Georgia",36.2,47.04,40.97,46.49,47.85
"Floyd County, Texas",36.19,38.77,51.91,64.65,61.72
"Lamar County, Mississippi",36.16,47.2,35.23,42.03,36.61
"Lenoir County, North Carolina",36.15,33.95,21.3,16.66,14.48
"Dale County, Alabama",36.11,35.78,37.81,36.53,34.8
"Pickens County, South Carolina",36.06,38.79,40.66,41.6,38.16
"Bladen County, North Carolina",36.01,30.77,34.6,38.76,35.7
"Washington County, Georgia",36,35.69,30.26,34.85,35.72
"Prairie County, Arkansas",35.91,37.27,54.48,28.87,44.35
"Stewart County, Tennessee",35.86,42.04,43.6,49.58,43.3
"Madison County, Nebraska",35.85,34.99,32.7,34.34,32.97
"Carroll County, Georgia",35.79,35.95,33.7,33.93,37.57
"Taylor County, Georgia",35.79,34.66,31.24,28.5,22.54
"Scurry County, Texas",35.73,43.79,52.39,52.83,54.73
"Dawson County, Georgia",35.7,36.09,27.7,58.79,67.34
"Jefferson County, Illinois",35.69,44.54,40.14,41.52,36.66
"Bleckley County, Georgia",35.68,30.61,50.44,55.22,48.57
"Madison County, Alabama",35.67,31.56,32.4,33.54,32.57
"Dent County, Missouri",35.66,46.98,56.61,67,51.2
"Winkler County, Texas",35.64,42.71,46.38,60.07,56.64
"Midland County, Texas",35.64,35.54,35,37.61,31.94
"Washington Parish, Louisiana",35.56,42.7,53.38,46.19,41.53
"Forsyth County, North Carolina",35.56,28.67,23.09,21.53,18.97
"Hopkins County, Texas",35.55,42.5,55.02,56,49.78
"Culberson County, Texas",35.51,18.39,44.37,45.08,27.42
"Dallas County, Alabama",35.47,38.26,33.55,33.16,28.6
"Haywood County, Tennessee",35.45,34.88,37.11,36.24,32.11
"Morgan County, Georgia",35.4,33.81,24.31,35.54,28.66
"Webster County, Georgia",35.39,27.65,47.87,56.3,48.01
"Delaware County, Oklahoma",35.34,32.62,51.11,34.04,36.37
"Red River Parish, Louisiana",35.33,29.74,41.76,46.13,42.45
"Gordon County, Georgia",35.23,42.41,49.72,48.43,45.9
"Houston County, Texas",35.23,33.63,42.1,44.23,36.37
"Spartanburg County, South Carolina",35.19,38.93,44.67,46.65,44.74
"Perry County, Tennessee",35.14,32.77,32.26,29.75,28.82
"Daviess County, Kentucky",35.13,41.73,41.63,44.81,38.81
"McLeod County, Minnesota",35.13,48.65,33.17,35.2,35.27
"Elmore County, Alabama",35.12,35.6,36.07,41.16,37.95
"Lancaster County, Virginia",35.12,27.62,21.28,22.94,25.22
"Covington city, Virginia",35.12,54.39,33,,
"Lee County, Texas",35.09,42.49,37.4,45.6,44.9
"Roanoke city, Virginia",35.03,36.83,25.94,,
"York County, Nebraska",35.02,41.69,39.63,40.99,41.69
"Sutton County, Texas",34.96,33.7,26.49,24.21,14.54
"Chattooga County, Georgia",34.94,40.52,44.08,53.01,51.51
"Jasper County, Missouri",34.94,43.2,41.39,45.32,39.9
"Anderson County, Texas",34.93,35.19,39.39,35.29,39.63
"Decatur County, Georgia",34.93,41.59,36.88,34.86,32.94
"Morehouse Parish, Louisiana",34.88,42.91,42.73,41.82,38.5
"Montgomery County, Alabama",34.86,30.53,30.05,33.59,28.88
"Transylvania County, North Carolina",34.84,36.55,45,46.68,44.95
"Boyd County, Nebraska",34.81,35.02,27.48,18.66,19.69
"Ellis County, Texas",34.77,31.75,33.68,36.93,37.43
"Pickett County, Tennessee",34.75,33.39,28.37,38.63,27.6
"Fayette County, Indiana",34.73,22.33,18.08,14.28,8.84
"Quitman County, Mississippi",34.72,38.02,43.45,46.73,41.87
"Wise County, Texas",34.7,32.06,30.64,42.59,41.52
"Franklin County, Virginia",34.7,29.66,25.87,27.13,25.16
"Franklin County, Tennessee",34.65,37.76,38.98,39.77,37.62
"Limestone County, Alabama",34.62,40.57,42.9,42.6,43.85
"Jefferson County, Georgia",34.6,34.18,31.81,30.94,28.39
"Woodward County, Oklahoma",34.58,42.9,42.56,42.94,31.15
"Deaf Smith County, Texas",34.52,32.1,31.56,37.48,31.02
"Logan County, Illinois",34.52,26.22,26.36,14.82,24.92
"Henry County, Missouri",34.47,39.77,40.73,40.51,43.97
"Cleveland County, Oklahoma",34.45,29.91,28.18,25.45,23.86
"Leon County, Texas",34.44,37.88,47.07,49.16,46.02
"Carroll County, Arkansas",34.44,29.37,31.48,43.57,30.07
"Orangeburg County, South Carolina",34.44,28.9,22.15,23.41,21.93
"Bath County, Kentucky",34.41,27.25,20.86,27.16,31.11
"Stone County, Arkansas",34.4,40.82,45.39,27.32,38.12
"Sequoyah County, Oklahoma",34.4,30.44,39.92,37.47,30.02
"Linn County, Missouri",34.39,35.66,38.19,37.65,34.97
"McClain County, Oklahoma",34.36,40.3,47.55,56.5,68.99
"Tuscaloosa County, Alabama",34.35,36.89,38.14,36.47,31.53
"Greenville County, South Carolina",34.27,41.49,38.5,41.32,41.46
"Pulaski County, Arkansas",34.26,33.66,37.02,35.17,32.95
"Henderson County, Kentucky",34.25,37.47,43.38,41.85,37.7
"Fayette County, Ohio",34.22,11.65,9.42,5.33,9.72
"Hot Spring County, Arkansas",34.18,38.68,49.05,21.26,45.67
"Wheatland County, Montana",34.17,11.35,25.98,16.65,8.05
"Rockingham County, Virginia",34.16,24.05,27.99,21.7,19.87
"Grady County, Oklahoma",34.15,37.62,49.73,56.28,45.75
"Dunklin County, Missouri",34.14,41.07,44.58,49.75,46.72
"Okfuskee County, Oklahoma",34.14,42.78,45.51,44.01,40.3
"Franklin County, Florida",34.13,23.53,17.75,22.39,28.77
"Twiggs County, Georgia",34.13,41.98,26.85,31.72,28.18
"Douglas County, Georgia",34.13,34.72,29.05,29.96,27.93
"DeSoto County, Mississippi",34.1,36.76,47.11,42.78,35.38
"Coffee County, Tennessee",34.1,37.24,39.03,38.26,29.59
"Simpson County, Kentucky",34.03,43.78,48.35,51.73,40.33
"Woods County, Oklahoma",34.02,38.49,40.16,37.26,31.18
"Rogers County, Oklahoma",33.98,32.57,36.25,41.11,35.07
"Shelby County, Missouri",33.97,50.29,55.74,55.72,52.94
"Searcy County, Arkansas",33.96,40.88,32.7,31.27,32.26
"Johnson County, Georgia",33.95,34.06,45.84,43.25,38.23
"Mercer County, North Dakota",33.94,42.21,27.55,22.09,18.29
"Hood County, Texas",33.93,35.59,32.38,35.53,29.4
"Cannon County, Tennessee",33.92,41.34,45.5,53.04,45.28
"Buncombe County, North Carolina",33.88,34.7,35.58,37.8,35.93
"Wells County, Indiana",33.83,29.63,22.46,21.64,7.69
"Phillips County, Kansas",33.77,27.08,21.85,17.47,14.08
"Perry County, Arkansas",33.75,31.82,44.16,44.62,44.16
"Montgomery County, Tennessee",33.71,31.91,32.12,29.21,23.99
"Vance County, North Carolina",33.7,29.07,26.49,23.93,24.74
"Livingston Parish, Louisiana",33.69,31.08,39.22,43.67,38.97
"Tom Green County, Texas",33.66,36.21,35.33,35,29.98
"Yoakum County, Texas",33.65,43.24,50.04,61.6,48.43
"Marion County, Kansas",33.61,38.02,41.22,47.87,46.38
"Martin County, Texas",33.57,35.47,38.94,37.87,36.21
"Dallam County, Texas",33.55,44.34,28.85,82.73,69.71
"Greene County, Tennessee",33.55,32.61,30.36,27.98,25.97
"Chesterfield County, South Carolina",33.53,29.63,37.24,41.9,38.2
"Greene County, Missouri",33.51,35.17,37.89,38.95,31.6
"Pettis County, Missouri",33.47,38.76,37.08,42.98,37.32
"Swain County, North Carolina",33.46,32.19,32.5,38.07,46.12
"Jasper County, Mississippi",33.43,33.04,35.54,40.92,35.86
"Kenai Peninsula Borough, Alaska",33.41,17.49,11.81,13.19,10.46
"Hockley County, Texas",33.4,53.92,56.92,57.78,54.82
"Gosper County, Nebraska",33.39,57.34,21.75,18.15,17.9
"Glascock County, Georgia",33.32,44.06,51.41,64.91,62.13
"Franklin County, Arkansas",33.31,31.44,34.8,32.74,29.9
"Muscogee County, Georgia",33.29,34.43,32.03,32.9,29.27
"Howell County, Missouri",33.23,33.77,39.38,40.68,41.04
"Cape Girardeau County, Missouri",33.21,48.1,32.75,38.93,36.26
"Harrison County, Texas",33.19,42.92,42.64,41.6,37.98
"Aleutians East Borough, Alaska",33.19,4.27,6.53,22.2,0
"Osage County, Oklahoma",33.07,25.99,31.25,30.39,30.66
"Coffee County, Georgia",33.05,36.19,35.6,37.05,30.51
"Shelby County, Kentucky",33.01,40.12,42.71,56.56,53.53
"Campbell County, Tennessee",32.94,31.05,32.4,47.95,41.58
"Vernon County, Missouri",32.94,34.86,35.24,36.29,29.75
"Gove County, Kansas",32.93,12.5,10.04,15.17,15.41
"Cook County, Georgia",32.89,39.49,39.87,39.4,37.35
"Jefferson County, Nebraska",32.89,25.24,31.07,31.54,26.66
"Marshall County, Mississippi",32.88,30.24,21.67,24.79,22.56
"Big Stone County, Minnesota",32.83,24.75,34.62,29.86,28.11
"Radford city, Virginia",32.83,20.86,10.49,,
"Charlottesville city, Virginia",32.8,26.34,23.6,,
"Monroe County, Missouri",32.79,33.02,23.2,24.65,21.61
"Hartley County, Texas",32.79,25.72,54.4,23.12,15.98
"Texas County, Oklahoma",32.77,31.99,36.09,46.7,45.51
"Mitchell County, Texas",32.76,35.19,37.77,56.18,47.78
"Wilson County, Tennessee",32.71,36.54,35.94,41.85,41.34
"Cooke County, Texas",32.71,30.7,30.98,40.43,37.51
"Woodruff County, Arkansas",32.7,33.61,48.95,45.62,40.06
"Rhea County, Tennessee",32.68,38.69,35.45,40.44,34.72
"Faulkner County, Arkansas",32.67,35.19,38.82,43.12,39.72
"DeKalb County, Tennessee",32.64,40.24,50.89,56.56,39.61
"Scott County, Tennessee",32.62,26.12,24.66,58.94,42.5
"Clinch County, Georgia",32.55,32.11,29.38,29.43,20.71
"Harper County, Kansas",32.54,27.16,24.22,24.2,23.13
"Garland County, Arkansas",32.53,32.69,39.19,34.66,36.49
"Escambia County, Florida",32.53,32.24,28.47,27.36,24.38
"McDowell County, North Carolina",32.52,34.79,39.1,46.22,40.74
"Mississippi County, Missouri",32.46,32.14,37.34,42.3,46.88
"Lincoln County, Arkansas",32.44,26.62,35.67,24.48,36.2
"Haskell County, Kansas",32.43,29.3,36.38,37.75,39.93
"Bates County, Missouri",32.4,34.84,38.91,40.67,36.9
"Henderson County, Texas",32.37,33.29,35.56,34.34,34.94
"Putnam County, Tennessee",32.35,41.79,44.33,45.75,36.39
"Irwin County, Georgia",32.34,35.38,39.35,41.14,33.08
"Estill County, Kentucky",32.32,36.96,37.6,36.59,36.48
"Van Zandt County, Texas",32.31,35.74,45.48,53.51,49.29
"Robeson County, North Carolina",32.29,31.86,29.99,34.57,32.11
"Natchitoches Parish, Louisiana",32.27,29.69,32.62,34.3,30.71
"Holmes County, Florida",32.23,40.3,48.87,55.84,51.98
"Montague County, Texas",32.23,38.55,51.92,54.02,45.59
"Fairfield County, South Carolina",32.19,32.95,24.17,26.65,25.44
"Marion County, Tennessee",32.17,27.76,28.85,31.32,30.71
"Mason County, Kentucky",32.17,27.39,29.05,25.06,20.98
"Grayson County, Texas",32.15,41.59,45.12,52.39,49.42
"Bosque County, Texas",32.14,35.17,41.8,48.22,45.91
"Taylor County, Florida",32.14,39.39,40.09,47.38,39.27
"Russell County, Kentucky",32.13,36.64,51.24,43.23,39.15
"Hardin County, Texas",32.09,40.25,45.71,52.35,38.06
"Barbour County, West Virginia",32.09,12.54,8.87,7.54,6.25
"Camp County, Texas",32.08,42.38,61.04,60.15,49.15
"Charlotte County, Virginia",32.08,30.34,34.91,36.17,34.43
"Tattnall County, Georgia",32.04,25.51,30.97,40.52,26.18
"Howard County, Texas",32.03,35.96,44.11,49.26,52.86
"Dickey County, North Dakota",32.01,24.98,35.45,31.57,28.5
"Pike County, Missouri",32,35.56,30.12,36.16,32.62
"Orange County, Virginia",31.99,26.87,27.18,32.23,34.72
"Jackson County, Mississippi",31.96,30.33,32.04,33.59,28.76
"Perry County, Kentucky",31.96,28.72,33.06,34.53,24.17
"Edgefield County, South Carolina",31.95,23.44,19.58,33.3,25.7
"East Feliciana Parish, Louisiana",31.95,27.39,23.8,26.33,21.4
"Bolivar County, Mississippi",31.93,30.2,24.19,27.8,24.46
"Pittsylvania County, Virginia",31.92,28.25,33.94,30.83,26.22
"Darlington County, South Carolina",31.89,25.71,27.81,29.41,28.32
"Bibb County, Georgia",31.87,32.69,28.78,35.64,31.54
"Lafayette County, Arkansas",31.85,32.64,46.24,39.63,46.68
"Washington County, Arkansas",31.83,33.66,32.88,34.95,29.6
"Union County, Tennessee",31.82,34.62,28.87,37.64,33.37
"Barren County, Kentucky",31.77,37.32,39.79,47.73,38.78
"Howard County, Indiana",31.76,30.33,23.44,16.53,14.33
"Bailey County, Texas",31.71,44.3,49.65,53.36,53.39
"Stevens County, Kansas",31.7,33.54,32.89,32.81,39.29
"Williamson County, Tennessee",31.68,36.46,26.05,24.67,24.54
"Erath County, Texas",31.63,43.49,41.07,46.93,50.43
"Henry County, Ohio",31.62,30.61,24.92,25.94,20.3
"Conecuh County, Alabama",31.6,34.54,33.17,34.92,37.21
"Atascosa County, Texas",31.59,17.47,16.81,21.9,20.26
"Evans County, Georgia",31.58,29.36,25.01,27.41,19.54
"Cameron Parish, Louisiana",31.56,22.12,18.46,16.91,12.19
"Meade County, Kentucky",31.48,36.94,28.44,31.13,26.16
"Screven County, Georgia",31.44,33.38,33.63,39.11,34.95
"Ashe County, North Carolina",31.4,35.72,38.09,60.12,41.63
"Dade County, Georgia",31.39,27.43,24.22,21.68,24.27
"Moniteau County, Missouri",31.35,38.05,41.14,50.33,46.25
"Pike County, Alabama",31.32,30.69,40.02,43.11,38.8
"Phillips County, Arkansas",31.31,28.36,34.66,37.76,32.81
"Pendleton County, West Virginia",31.3,22.73,20.33,21.85,16.85
"Wayne County, Tennessee",31.29,30.86,37.06,37.65,39.19
